keV	cps	count
 7.052	   1.228	     156
 7.072	   1.472	     187
 7.092	   1.732	     220
 7.112	   2.456	     312
 7.132	   3.314	     421
 7.152	   4.550	     578
 7.172	   6.203	     788
 7.192	   8.510	    1081
 7.212	  12.477	    1585
 7.232	  16.539	    2101
 7.252	  22.632	    2875
 7.272	  31.898	    4052
 7.292	  41.156	    5228
 7.312	  51.122	    6494
 7.332	  64.111	    8144
 7.352	  78.013	    9910
 7.372	  94.025	   11944
 7.392	 104.330	   13253
 7.412	 115.296	   14646
 7.432	 121.971	   15494
 7.452	 128.970	   16383
 7.472	 130.001	   16514
 7.492	 126.458	   16064
 7.512	 122.837	   15604
 7.532	 113.918	   14471
 7.552	 102.913	   13073
 7.572	  91.474	   11620
 7.592	  78.257	    9941
 7.612	  65.788	    8357
 7.632	  54.900	    6974
 7.652	  44.257	    5622
 7.672	  36.054	    4580
 7.692	  30.827	    3916
 7.713	  27.694	    3518
 7.733	  29.418	    3737
 7.753	  33.417	    4245
 7.773	  41.951	    5329
 7.793	  56.270	    7148
 7.813	  75.266	    9561
 7.833	 101.811	   12933
 7.853	 132.945	   16888
 7.873	 165.780	   21059
 7.893	 212.107	   26944
 7.913	 253.310	   32178
 7.933	 301.984	   38361
 7.953	 349.248	   44365
 7.973	 386.373	   49081
 7.993	 421.562	   53551
 8.013	 445.690	   56616
 8.033	 466.913	   59312
 8.053	 464.300	   58980
 8.073	 449.075	   57046
 8.093	 429.229	   54525
 8.113	 397.741	   50525
 8.133	 354.097	   44981
 8.153	 312.351	   39678
 8.173	 267.543	   33986
 8.193	 224.577	   28528
 8.213	 183.012	   23248
 8.233	 147.619	   18752
 8.253	 117.980	   14987
 8.273	  93.309	   11853
 8.293	  72.140	    9164
 8.313	  54.058	    6867
 8.333	  41.911	    5324
 8.353	  33.032	    4196
 8.373	  25.380	    3224
 8.393	  18.830	    2392
 8.413	  15.170	    1927
 8.433	  11.226	    1426
 8.453	   8.809	    1119
 8.473	   7.038	     894
 8.493	   5.542	     704
 8.513	   4.164	     529
 8.533	   3.676	     467
 8.553	   3.267	     415
 8.573	   3.417	     434
 8.593	   3.424	     435
 8.613	   3.928	     499
 8.633	   5.227	     664
 8.653	   6.353	     807
 8.673	   7.266	     923
 8.693	   9.683	    1230
 8.713	  12.202	    1550
 8.733	  13.942	    1771
 8.753	  17.886	    2272
 8.773	  21.200	    2693
 8.793	  24.451	    3106
 8.813	  28.639	    3638
 8.833	  30.544	    3880
 8.853	  33.496	    4255
 8.873	  35.858	    4555
 8.893	  36.157	    4593
 8.913	  36.944	    4693
 8.933	  36.188	    4597
 8.953	  33.409	    4244
 8.973	  31.441	    3994
 8.993	  27.694	    3518
 9.013	  24.372	    3096
 9.033	  20.743	    2635
 9.053	  17.185	    2183
 9.073	  14.319	    1819
 9.093	  11.328	    1439
 9.113	   8.714	    1107
 9.133	   6.605	     839
 9.153	   4.448	     565
 9.173	   3.598	     457
 9.193	   2.425	     308
 9.213	   1.464	     186
 9.233	   0.968	     123
 9.253	   0.732	      93
 9.273	   0.606	      77
 9.293	   0.409	      52
 9.313	   0.181	      23
 9.333	   0.134	      17
 9.353	   0.220	      28
 9.373	   0.126	      16
 9.393	   0.134	      17
 9.413	   0.126	      16
 9.433	   0.134	      17
 9.453	   0.102	      13
 9.473	   0.071	       9
 9.493	   0.102	      13
 9.513	   0.094	      12
 9.533	   0.110	      14
 9.553	   0.063	       8
 9.573	   0.142	      18
 9.593	   0.094	      12
 9.613	   0.094	      12
 9.633	   0.126	      16
 9.653	   0.071	       9
 9.673	   0.094	      12
 9.693	   0.079	      10
 9.713	   0.071	       9
 9.733	   0.079	      10
 9.753	   0.126	      16
 9.773	   0.102	      13
 9.793	   0.063	       8
 9.813	   0.087	      11
 9.833	   0.087	      11
 9.853	   0.047	       6
 9.873	   0.071	       9
 9.893	   0.071	       9
 9.913	   0.087	      11
 9.933	   0.094	      12
 9.953	   0.039	       5
 9.973	   0.039	       5
 9.993	   0.024	       3
10.013	   0.063	       8
10.033	   0.071	       9
10.054	   0.071	       9
10.074	   0.047	       6
10.094	   0.063	       8
10.114	   0.063	       8
10.134	   0.063	       8
10.154	   0.087	      11
10.174	   0.055	       7
10.194	   0.102	      13
10.214	   0.031	       4
10.234	   0.055	       7
10.254	   0.087	      11
10.274	   0.047	       6
10.294	   0.055	       7
10.314	   0.079	      10
10.334	   0.055	       7
10.354	   0.094	      12
10.374	   0.087	      11
10.394	   0.102	      13
10.414	   0.071	       9
10.434	   0.079	      10
10.454	   0.079	      10
10.474	   0.110	      14
10.494	   0.063	       8
10.514	   0.079	      10
10.534	   0.094	      12
10.554	   0.071	       9
10.574	   0.087	      11
10.594	   0.071	       9
10.614	   0.071	       9
10.634	   0.071	       9
10.654	   0.079	      10
10.674	   0.055	       7
10.694	   0.094	      12
10.714	   0.087	      11
10.734	   0.102	      13
10.754	   0.039	       5
10.774	   0.079	      10
10.794	   0.087	      11
10.814	   0.071	       9
10.834	   0.079	      10
10.854	   0.063	       8
10.874	   0.031	       4
10.894	   0.055	       7
10.914	   0.055	       7
10.934	   0.055	       7
10.954	   0.071	       9
10.974	   0.055	       7
10.994	   0.031	       4
11.014	   0.039	       5
11.034	   0.024	       3
11.054	   0.047	       6
11.074	   0.024	       3
11.094	   0.039	       5
11.114	   0.024	       3
11.134	   0.047	       6
11.154	   0.024	       3
11.174	   0.016	       2
11.194	   0.063	       8
11.214	   0.031	       4
11.234	   0.031	       4
11.254	   0.055	       7
11.274	   0.039	       5
11.294	   0.055	       7
11.314	   0.031	       4
11.334	   0.039	       5
11.354	   0.047	       6
11.374	   0.024	       3
11.394	   0.024	       3
11.414	   0.031	       4
11.434	   0.024	       3
11.454	   0.039	       5
11.474	   0.016	       2
11.494	   0.024	       3
11.514	   0.016	       2
11.534	   0.047	       6
11.554	   0.039	       5
11.574	   0.031	       4
11.594	   0.016	       2
11.614	   0.071	       9
11.634	   0.039	       5
11.654	   0.016	       2
11.674	   0.031	       4
11.694	   0.016	       2
11.714	   0.008	       1
11.734	   0.039	       5
11.754	   0.016	       2
11.774	   0.039	       5
11.794	   0.047	       6
11.814	   0.024	       3
11.834	   0.031	       4
11.854	   0.031	       4
11.874	   0.031	       4
11.894	   0.039	       5
11.914	   0.031	       4
11.934	   0.024	       3
11.954	   0.039	       5
11.974	   0.039	       5
11.994	   0.024	       3
12.014	   0.063	       8
12.034	   0.016	       2
12.054	   0.039	       5
12.074	   0.031	       4
12.094	   0.031	       4
12.114	   0.031	       4
12.134	   0.016	       2
12.154	   0.016	       2
12.174	   0.016	       2
12.194	   0.008	       1
12.214	   0.016	       2
12.234	   0.047	       6
12.254	   0.016	       2
12.274	   0.016	       2
12.294	   0.047	       6
12.314	   0.008	       1
12.334	   0.024	       3
12.354	   0.039	       5
12.374	   0.024	       3
12.395	   0.031	       4
12.415	   0.039	       5
12.435	   0.016	       2
12.455	   0.024	       3
12.475	   0.000	       0
12.495	   0.031	       4
12.515	   0.016	       2
12.535	   0.016	       2
12.555	   0.024	       3
12.575	   0.039	       5
12.595	   0.024	       3
12.615	   0.039	       5
12.635	   0.039	       5
12.655	   0.008	       1
12.675	   0.016	       2
12.695	   0.039	       5
12.715	   0.016	       2
12.735	   0.000	       0
12.755	   0.016	       2
12.775	   0.024	       3
12.795	   0.024	       3
12.815	   0.031	       4
12.835	   0.047	       6
12.855	   0.000	       0
12.875	   0.016	       2
12.895	   0.016	       2
12.915	   0.024	       3
12.935	   0.024	       3
12.955	   0.024	       3
12.975	   0.008	       1
12.995	   0.016	       2
13.015	   0.024	       3
13.035	   0.031	       4
13.055	   0.024	       3
13.075	   0.016	       2
13.095	   0.047	       6
13.115	   0.008	       1
13.135	   0.024	       3
13.155	   0.016	       2
13.175	   0.024	       3
13.195	   0.008	       1
13.215	   0.063	       8
13.235	   0.016	       2
13.255	   0.024	       3
13.275	   0.008	       1
13.295	   0.047	       6
13.315	   0.031	       4
13.335	   0.008	       1
13.355	   0.008	       1
13.375	   0.024	       3
13.395	   0.016	       2
13.415	   0.008	       1
13.435	   0.031	       4
13.455	   0.016	       2
13.475	   0.031	       4
13.495	   0.055	       7
13.515	   0.008	       1
13.535	   0.024	       3
13.555	   0.039	       5
13.575	   0.024	       3
13.595	   0.031	       4
13.615	   0.031	       4
13.635	   0.000	       0
13.655	   0.008	       1
13.675	   0.024	       3
13.695	   0.031	       4
13.715	   0.039	       5
13.735	   0.016	       2
13.755	   0.024	       3
13.775	   0.024	       3
13.795	   0.016	       2
13.815	   0.008	       1
13.835	   0.016	       2
13.855	   0.031	       4
13.875	   0.016	       2
13.895	   0.031	       4
13.915	   0.008	       1
13.935	   0.063	       8
13.955	   0.063	       8
13.975	   0.016	       2
13.995	   0.008	       1
14.015	   0.008	       1
14.035	   0.031	       4
14.055	   0.024	       3
14.075	   0.016	       2
14.095	   0.008	       1
14.115	   0.016	       2
14.135	   0.047	       6
14.155	   0.047	       6
14.175	   0.008	       1
14.195	   0.039	       5
14.215	   0.031	       4
14.235	   0.024	       3
14.255	   0.024	       3
14.275	   0.031	       4
14.295	   0.024	       3
14.315	   0.055	       7
14.335	   0.008	       1
14.355	   0.039	       5
14.375	   0.016	       2
14.395	   0.047	       6
14.415	   0.031	       4
14.435	   0.024	       3
14.455	   0.031	       4
14.475	   0.016	       2
14.495	   0.024	       3
14.515	   0.039	       5
14.535	   0.047	       6
14.555	   0.039	       5
14.575	   0.024	       3
14.595	   0.047	       6
14.615	   0.031	       4
14.635	   0.024	       3
14.655	   0.031	       4
14.675	   0.031	       4
14.695	   0.079	      10
14.715	   0.063	       8
14.736	   0.039	       5
14.756	   0.063	       8
14.776	   0.094	      12
14.796	   0.047	       6
14.816	   0.150	      19
14.836	   0.165	      21
14.856	   0.118	      15
14.876	   0.189	      24
14.896	   0.126	      16
14.916	   0.157	      20
14.936	   0.142	      18
14.956	   0.102	      13
14.976	   0.165	      21
14.996	   0.173	      22
15.016	   0.157	      20
15.036	   0.197	      25
15.056	   0.205	      26
15.076	   0.094	      12
15.096	   0.142	      18
15.116	   0.110	      14
15.136	   0.087	      11
15.156	   0.047	       6
15.176	   0.126	      16
15.196	   0.157	      20
15.216	   0.087	      11
15.236	   0.110	      14
15.256	   0.173	      22
15.276	   0.189	      24
15.296	   0.315	      40
15.316	   0.378	      48
15.336	   0.354	      45
15.356	   0.535	      68
15.376	   0.638	      81
15.396	   0.701	      89
15.416	   0.827	     105
15.436	   0.771	      98
15.456	   0.890	     113
15.476	   1.031	     131
15.496	   1.086	     138
15.516	   1.291	     164
15.536	   1.110	     141
15.556	   1.110	     141
15.576	   1.118	     142
15.596	   0.984	     125
15.616	   0.811	     103
15.636	   0.937	     119
15.656	   0.685	      87
15.676	   0.606	      77
15.696	   0.512	      65
15.716	   0.520	      66
15.736	   0.464	      59
15.756	   0.394	      50
15.776	   0.378	      48
15.796	   0.299	      38
15.816	   0.441	      56
15.836	   0.386	      49
15.856	   0.520	      66
15.876	   0.575	      73
15.896	   0.630	      80
15.916	   0.787	     100
15.936	   1.039	     132
15.956	   1.157	     147
15.976	   1.315	     167
15.996	   1.511	     192
16.016	   1.700	     216
16.036	   1.763	     224
16.056	   1.858	     236
16.076	   1.913	     243
16.096	   1.716	     218
16.116	   1.826	     232
16.136	   1.740	     221
16.156	   1.677	     213
16.176	   1.787	     227
16.196	   1.834	     233
16.216	   1.338	     170
16.236	   1.354	     172
16.256	   1.047	     133
16.276	   0.976	     124
16.296	   0.827	     105
16.316	   0.779	      99
16.336	   0.716	      91
16.356	   0.646	      82
16.376	   0.425	      54
16.396	   0.441	      56
16.416	   0.362	      46
16.436	   0.323	      41
16.456	   0.268	      34
16.476	   0.315	      40
16.496	   0.268	      34
16.516	   0.197	      25
16.536	   0.126	      16
16.556	   0.126	      16
16.576	   0.094	      12
16.596	   0.110	      14
16.616	   0.079	      10
16.636	   0.039	       5
16.656	   0.102	      13
16.676	   0.118	      15
16.696	   0.150	      19
16.716	   0.142	      18
16.736	   0.165	      21
16.756	   0.142	      18
16.776	   0.228	      29
16.796	   0.236	      30
16.816	   0.173	      22
16.836	   0.260	      33
16.856	   0.283	      36
16.876	   0.354	      45
16.896	   0.433	      55
16.916	   0.346	      44
16.936	   0.370	      47
16.956	   0.362	      46
16.976	   0.362	      46
16.996	   0.417	      53
17.016	   0.370	      47
17.036	   0.323	      41
17.056	   0.378	      48
17.077	   0.339	      43
17.097	   0.378	      48
17.117	   0.370	      47
17.137	   0.433	      55
17.157	   0.299	      38
17.177	   0.346	      44
17.197	   0.472	      60
17.217	   0.685	      87
17.237	   0.653	      83
17.257	   0.803	     102
17.277	   0.779	      99
17.297	   0.913	     116
17.317	   0.929	     118
17.337	   1.023	     130
17.357	   1.118	     142
17.377	   1.480	     188
17.397	   1.275	     162
17.417	   1.393	     177
17.437	   1.496	     190
17.457	   1.622	     206
17.477	   1.567	     199
17.497	   1.409	     179
17.517	   1.393	     177
17.537	   1.283	     163
17.557	   1.212	     154
17.577	   1.299	     165
17.597	   1.102	     140
17.617	   0.795	     101
17.637	   0.819	     104
17.657	   0.614	      78
17.677	   0.598	      76
17.697	   0.425	      54
17.717	   0.394	      50
17.737	   0.291	      37
17.757	   0.323	      41
17.777	   0.220	      28
17.797	   0.165	      21
17.817	   0.150	      19
17.837	   0.157	      20
17.857	   0.142	      18
17.877	   0.134	      17
17.897	   0.150	      19
17.917	   0.110	      14
17.937	   0.126	      16
17.957	   0.063	       8
17.977	   0.118	      15
17.997	   0.071	       9
18.017	   0.110	      14
18.037	   0.094	      12
18.057	   0.126	      16
18.077	   0.087	      11
18.097	   0.087	      11
18.117	   0.118	      15
18.137	   0.047	       6
18.157	   0.134	      17
18.177	   0.118	      15
18.197	   0.126	      16
18.217	   0.134	      17
18.237	   0.110	      14
18.257	   0.094	      12
18.277	   0.142	      18
18.297	   0.094	      12
18.317	   0.126	      16
18.337	   0.134	      17
18.357	   0.165	      21
18.377	   0.189	      24
18.397	   0.157	      20
18.417	   0.173	      22
18.437	   0.189	      24
18.457	   0.118	      15
18.477	   0.220	      28
18.497	   0.165	      21
18.517	   0.252	      32
18.537	   0.228	      29
18.557	   0.213	      27
18.577	   0.213	      27
18.597	   0.244	      31
18.617	   0.252	      32
18.637	   0.150	      19
18.657	   0.268	      34
18.677	   0.299	      38
18.697	   0.213	      27
18.717	   0.213	      27
18.737	   0.268	      34
18.757	   0.299	      38
18.777	   0.283	      36
18.797	   0.315	      40
18.817	   0.354	      45
18.837	   0.339	      43
18.857	   0.331	      42
18.877	   0.315	      40
18.897	   0.315	      40
18.917	   0.244	      31
18.937	   0.331	      42
18.957	   0.346	      44
18.977	   0.386	      49
18.997	   0.276	      35
19.017	   0.315	      40
19.037	   0.323	      41
19.057	   0.323	      41
19.077	   0.299	      38
19.097	   0.252	      32
19.117	   0.315	      40
19.137	   0.299	      38
19.157	   0.307	      39
19.177	   0.299	      38
19.197	   0.339	      43
19.217	   0.291	      37
19.237	   0.291	      37
19.257	   0.339	      43
19.277	   0.181	      23
19.297	   0.268	      34
19.317	   0.268	      34
19.337	   0.134	      17
19.357	   0.205	      26
19.377	   0.331	      42
19.397	   0.244	      31
19.418	   0.339	      43
19.438	   0.260	      33
19.458	   0.307	      39
19.478	   0.401	      51
19.498	   0.386	      49
19.518	   0.291	      37
19.538	   0.299	      38
19.558	   0.488	      62
19.578	   0.449	      57
19.598	   0.394	      50
19.618	   0.339	      43
19.638	   0.331	      42
19.658	   0.339	      43
19.678	   0.378	      48
19.698	   0.346	      44
19.718	   0.268	      34
19.738	   0.339	      43
19.758	   0.331	      42
19.778	   0.307	      39
19.798	   0.291	      37
19.818	   0.354	      45
19.838	   0.276	      35
19.858	   0.339	      43
19.878	   0.417	      53
19.898	   0.417	      53
19.918	   0.512	      65
19.938	   0.488	      62
19.958	   0.433	      55
19.978	   0.527	      67
19.998	   0.779	      99
20.018	   0.787	     100
20.038	   0.897	     114
20.058	   0.890	     113
20.078	   0.976	     124
20.098	   1.118	     142
20.118	   1.008	     128
20.138	   1.126	     143
20.158	   1.031	     131
20.178	   1.283	     163
20.198	   1.031	     131
20.218	   1.078	     137
20.238	   1.008	     128
20.258	   1.008	     128
20.278	   0.960	     122
20.298	   0.968	     123
20.318	   0.897	     114
20.338	   0.819	     104
20.358	   0.685	      87
20.378	   0.559	      71
20.398	   0.590	      75
20.418	   0.480	      61
20.438	   0.394	      50
20.458	   0.362	      46
20.478	   0.205	      26
20.498	   0.291	      37
20.518	   0.197	      25
20.538	   0.165	      21
20.558	   0.220	      28
20.578	   0.236	      30
20.598	   0.205	      26
20.618	   0.205	      26
20.638	   0.142	      18
20.658	   0.165	      21
20.678	   0.157	      20
20.698	   0.236	      30
20.718	   0.165	      21
20.738	   0.189	      24
20.758	   0.189	      24
20.778	   0.173	      22
20.798	   0.189	      24
20.818	   0.197	      25
20.838	   0.165	      21
20.858	   0.228	      29
20.878	   0.228	      29
20.898	   0.150	      19
20.918	   0.189	      24
20.938	   0.244	      31
20.958	   0.236	      30
20.978	   0.205	      26
20.998	   0.134	      17
21.018	   0.205	      26
21.038	   0.220	      28
21.058	   0.276	      35
21.078	   0.220	      28
21.098	   0.260	      33
21.118	   0.189	      24
21.138	   0.283	      36
21.158	   0.244	      31
21.178	   0.165	      21
21.198	   0.228	      29
21.218	   0.197	      25
21.238	   0.197	      25
21.258	   0.228	      29
21.278	   0.181	      23
21.298	   0.260	      33
21.318	   0.291	      37
21.338	   0.197	      25
21.358	   0.323	      41
21.378	   0.228	      29
21.398	   0.173	      22
21.418	   0.236	      30
21.438	   0.157	      20
21.458	   0.150	      19
21.478	   0.213	      27
21.498	   0.276	      35
21.518	   0.283	      36
21.538	   0.236	      30
21.558	   0.236	      30
21.578	   0.205	      26
21.598	   0.252	      32
21.618	   0.213	      27
21.638	   0.252	      32
21.658	   0.189	      24
21.678	   0.299	      38
21.698	   0.157	      20
21.718	   0.189	      24
21.738	   0.228	      29
21.759	   0.228	      29
21.779	   0.252	      32
21.799	   0.134	      17
21.819	   0.213	      27
21.839	   0.307	      39
21.859	   0.260	      33
21.879	   0.252	      32
21.899	   0.252	      32
21.919	   0.323	      41
21.939	   0.331	      42
21.959	   0.331	      42
21.979	   0.260	      33
21.999	   0.339	      43
22.019	   0.283	      36
22.039	   0.315	      40
22.059	   0.417	      53
22.079	   0.409	      52
22.099	   0.378	      48
22.119	   0.386	      49
22.139	   0.346	      44
22.159	   0.433	      55
22.179	   0.283	      36
22.199	   0.299	      38
22.219	   0.315	      40
22.239	   0.331	      42
22.259	   0.291	      37
22.279	   0.260	      33
22.299	   0.236	      30
22.319	   0.299	      38
22.339	   0.323	      41
22.359	   0.236	      30
22.379	   0.220	      28
22.399	   0.220	      28
22.419	   0.244	      31
22.439	   0.268	      34
22.459	   0.213	      27
22.479	   0.236	      30
22.499	   0.244	      31
22.519	   0.268	      34
22.539	   0.283	      36
22.559	   0.323	      41
22.579	   0.401	      51
22.599	   0.433	      55
22.619	   0.512	      65
22.639	   0.480	      61
22.659	   0.504	      64
22.679	   0.567	      72
22.699	   0.598	      76
22.719	   0.472	      60
22.739	   0.527	      67
22.759	   0.583	      74
22.779	   0.543	      69
22.799	   0.543	      69
22.819	   0.488	      62
22.839	   0.417	      53
22.859	   0.401	      51
22.879	   0.378	      48
22.899	   0.417	      53
22.919	   0.457	      58
22.939	   0.283	      36
22.959	   0.339	      43
22.979	   0.276	      35
22.999	   0.276	      35
23.019	   0.220	      28
23.039	   0.236	      30
23.059	   0.362	      46
23.079	   0.299	      38
23.099	   0.213	      27
23.119	   0.236	      30
23.139	   0.236	      30
23.159	   0.252	      32
23.179	   0.283	      36
23.199	   0.197	      25
23.219	   0.213	      27
23.239	   0.236	      30
23.259	   0.205	      26
23.279	   0.197	      25
23.299	   0.283	      36
23.319	   0.197	      25
23.339	   0.126	      16
23.359	   0.244	      31
23.379	   0.157	      20
23.399	   0.189	      24
23.419	   0.189	      24
23.439	   0.189	      24
23.459	   0.102	      13
23.479	   0.205	      26
23.499	   0.173	      22
23.519	   0.189	      24
23.539	   0.134	      17
23.559	   0.142	      18
23.579	   0.236	      30
23.599	   0.150	      19
23.619	   0.118	      15
23.639	   0.150	      19
23.659	   0.181	      23
23.679	   0.165	      21
23.699	   0.134	      17
23.719	   0.157	      20
23.739	   0.087	      11
23.759	   0.220	      28
23.779	   0.181	      23
23.799	   0.142	      18
23.819	   0.110	      14
23.839	   0.173	      22
23.859	   0.189	      24
23.879	   0.157	      20
23.899	   0.173	      22
23.919	   0.157	      20
23.939	   0.220	      28
23.959	   0.205	      26
23.979	   0.181	      23
23.999	   0.134	      17
24.019	   0.236	      30
24.039	   0.213	      27
24.059	   0.228	      29
24.079	   0.283	      36
24.100	   0.260	      33
24.120	   0.236	      30
24.140	   0.173	      22
24.160	   0.228	      29
24.180	   0.165	      21
24.200	   0.134	      17
24.220	   0.228	      29
24.240	   0.220	      28
24.260	   0.220	      28
24.280	   0.189	      24
24.300	   0.205	      26
24.320	   0.134	      17
24.340	   0.181	      23
24.360	   0.102	      13
24.380	   0.220	      28
24.400	   0.165	      21
24.420	   0.150	      19
24.440	   0.228	      29
24.460	   0.260	      33
24.480	   0.134	      17
24.500	   0.197	      25
24.520	   0.213	      27
24.540	   0.252	      32
24.560	   0.228	      29
24.580	   0.173	      22
24.600	   0.181	      23
24.620	   0.150	      19
24.640	   0.142	      18
24.660	   0.189	      24
24.680	   0.236	      30
24.700	   0.220	      28
24.720	   0.197	      25
24.740	   0.142	      18
24.760	   0.236	      30
24.780	   0.244	      31
24.800	   0.205	      26
24.820	   0.236	      30
24.840	   0.228	      29
24.860	   0.299	      38
24.880	   0.236	      30
24.900	   0.189	      24
24.920	   0.291	      37
24.940	   0.276	      35
24.960	   0.260	      33
24.980	   0.244	      31
25.000	   0.283	      36
25.020	   0.205	      26
25.040	   0.283	      36
25.060	   0.244	      31
25.080	   0.157	      20
25.100	   0.228	      29
25.120	   0.244	      31
25.140	   0.268	      34
25.160	   0.268	      34
25.180	   0.220	      28
25.200	   0.236	      30
25.220	   0.252	      32
25.240	   0.181	      23
25.260	   0.165	      21
25.280	   0.181	      23
25.300	   0.220	      28
25.320	   0.118	      15
25.340	   0.228	      29
25.360	   0.252	      32
25.380	   0.220	      28
25.400	   0.213	      27
25.420	   0.236	      30
25.440	   0.291	      37
25.460	   0.236	      30
25.480	   0.268	      34
25.500	   0.307	      39
25.520	   0.173	      22
25.540	   0.228	      29
25.560	   0.165	      21
25.580	   0.181	      23
25.600	   0.228	      29
25.620	   0.220	      28
25.640	   0.165	      21
25.660	   0.134	      17
25.680	   0.228	      29
25.700	   0.197	      25
25.720	   0.291	      37
25.740	   0.189	      24
25.760	   0.244	      31
25.780	   0.087	      11
25.800	   0.228	      29
25.820	   0.150	      19
25.840	   0.205	      26
25.860	   0.197	      25
25.880	   0.157	      20
25.900	   0.181	      23
25.920	   0.220	      28
25.940	   0.220	      28
25.960	   0.181	      23
25.980	   0.189	      24
26.000	   0.197	      25
26.020	   0.213	      27
26.040	   0.213	      27
26.060	   0.165	      21
26.080	   0.260	      33
26.100	   0.150	      19
26.120	   0.197	      25
26.140	   0.228	      29
26.160	   0.252	      32
26.180	   0.173	      22
26.200	   0.236	      30
26.220	   0.197	      25
26.240	   0.205	      26
26.260	   0.252	      32
26.280	   0.189	      24
26.300	   0.150	      19
26.320	   0.220	      28
26.340	   0.260	      33
26.360	   0.252	      32
26.380	   0.197	      25
26.400	   0.181	      23
26.420	   0.165	      21
26.441	   0.268	      34
26.461	   0.165	      21
26.481	   0.252	      32
26.501	   0.165	      21
26.521	   0.252	      32
26.541	   0.252	      32
26.561	   0.189	      24
26.581	   0.228	      29
26.601	   0.220	      28
26.621	   0.213	      27
26.641	   0.236	      30
26.661	   0.197	      25
26.681	   0.157	      20
26.701	   0.197	      25
26.721	   0.126	      16
26.741	   0.181	      23
26.761	   0.236	      30
26.781	   0.291	      37
26.801	   0.260	      33
26.821	   0.283	      36
26.841	   0.213	      27
26.861	   0.228	      29
26.881	   0.142	      18
26.901	   0.244	      31
26.921	   0.181	      23
26.941	   0.205	      26
26.961	   0.205	      26
26.981	   0.268	      34
27.001	   0.126	      16
27.021	   0.181	      23
27.041	   0.197	      25
27.061	   0.213	      27
27.081	   0.268	      34
27.101	   0.173	      22
27.121	   0.173	      22
