keV	cps	count
22.279	   0.214	      27
22.299	   0.182	      23
22.319	   0.158	      20
22.339	   0.253	      32
22.359	   0.198	      25
22.379	   0.190	      24
22.399	   0.229	      29
22.419	   0.253	      32
22.439	   0.229	      29
22.459	   0.222	      28
22.479	   0.293	      37
22.499	   0.293	      37
22.519	   0.332	      42
22.539	   0.340	      43
22.559	   0.301	      38
22.579	   0.380	      48
22.599	   0.538	      68
22.619	   0.593	      75
22.639	   0.562	      71
22.659	   0.649	      82
22.679	   0.498	      63
22.699	   0.847	     107
22.719	   0.562	      71
22.739	   0.617	      78
22.759	   0.538	      68
22.779	   0.522	      66
22.799	   0.633	      80
22.819	   0.617	      78
22.839	   0.459	      58
22.859	   0.562	      71
22.879	   0.459	      58
22.899	   0.467	      59
22.919	   0.411	      52
22.939	   0.459	      58
22.959	   0.356	      45
22.979	   0.293	      37
22.999	   0.364	      46
23.019	   0.316	      40
23.039	   0.237	      30
23.059	   0.229	      29
23.079	   0.316	      40
23.099	   0.237	      30
23.119	   0.301	      38
23.139	   0.174	      22
23.159	   0.261	      33
23.179	   0.269	      34
23.199	   0.324	      41
23.219	   0.261	      33
23.239	   0.229	      29
23.259	   0.356	      45
23.279	   0.340	      43
23.299	   0.301	      38
23.319	   0.301	      38
23.339	   0.182	      23
23.359	   0.229	      29
23.379	   0.245	      31
23.399	   0.182	      23
23.419	   0.293	      37
23.439	   0.229	      29
23.459	   0.158	      20
23.479	   0.182	      23
23.499	   0.182	      23
23.519	   0.245	      31
23.539	   0.135	      17
23.559	   0.166	      21
23.579	   0.182	      23
23.599	   0.237	      30
23.619	   0.206	      26
23.639	   0.206	      26
23.659	   0.190	      24
23.679	   0.198	      25
23.699	   0.277	      35
23.719	   0.222	      28
23.739	   0.158	      20
23.759	   0.142	      18
23.779	   0.198	      25
23.799	   0.253	      32
23.819	   0.182	      23
23.839	   0.135	      17
23.859	   0.222	      28
23.879	   0.198	      25
23.899	   0.222	      28
23.919	   0.237	      30
23.939	   0.198	      25
23.959	   0.229	      29
23.979	   0.229	      29
23.999	   0.174	      22
24.019	   0.182	      23
24.039	   0.190	      24
24.059	   0.261	      33
24.079	   0.269	      34
24.100	   0.229	      29
24.120	   0.222	      28
24.140	   0.214	      27
24.160	   0.245	      31
24.180	   0.261	      33
24.200	   0.158	      20
24.220	   0.269	      34
24.240	   0.253	      32
24.260	   0.158	      20
24.280	   0.261	      33
24.300	   0.229	      29
24.320	   0.166	      21
24.340	   0.206	      26
24.360	   0.190	      24
24.380	   0.135	      17
24.400	   0.190	      24
24.420	   0.237	      30
24.440	   0.237	      30
24.460	   0.277	      35
24.480	   0.388	      49
24.500	   0.214	      27
24.520	   0.135	      17
24.540	   0.269	      34
24.560	   0.301	      38
24.580	   0.198	      25
24.600	   0.190	      24
24.620	   0.206	      26
24.640	   0.198	      25
24.660	   0.174	      22
24.680	   0.237	      30
24.700	   0.174	      22
24.720	   0.206	      26
24.740	   0.174	      22
24.760	   0.214	      27
24.780	   0.182	      23
24.800	   0.261	      33
24.820	   0.285	      36
24.840	   0.174	      22
24.860	   0.253	      32
24.880	   0.127	      16
24.900	   0.269	      34
24.920	   0.277	      35
24.940	   0.214	      27
24.960	   0.237	      30
24.980	   0.245	      31
25.000	   0.237	      30
25.020	   0.253	      32
25.040	   0.324	      41
25.060	   0.229	      29
25.080	   0.261	      33
25.100	   0.261	      33
25.120	   0.316	      40
25.140	   0.229	      29
25.160	   0.253	      32
25.180	   0.277	      35
25.200	   0.309	      39
25.220	   0.182	      23
25.240	   0.277	      35
25.260	   0.229	      29
25.280	   0.222	      28
25.300	   0.261	      33
25.320	   0.285	      36
25.340	   0.301	      38
25.360	   0.324	      41
25.380	   0.222	      28
25.400	   0.253	      32
25.420	   0.293	      37
25.440	   0.229	      29
25.460	   0.301	      38
25.480	   0.229	      29
25.500	   0.332	      42
25.520	   0.301	      38
25.540	   0.253	      32
25.560	   0.245	      31
25.580	   0.293	      37
25.600	   0.261	      33
25.620	   0.285	      36
25.640	   0.309	      39
25.660	   0.309	      39
25.680	   0.253	      32
25.700	   0.229	      29
25.720	   0.214	      27
25.740	   0.182	      23
25.760	   0.214	      27
25.780	   0.245	      31
25.800	   0.182	      23
25.820	   0.190	      24
25.840	   0.269	      34
25.860	   0.190	      24
25.880	   0.253	      32
25.900	   0.277	      35
25.920	   0.261	      33
25.940	   0.182	      23
25.960	   0.253	      32
25.980	   0.182	      23
26.000	   0.222	      28
26.020	   0.269	      34
26.040	   0.206	      26
26.060	   0.261	      33
26.080	   0.222	      28
26.100	   0.158	      20
26.120	   0.340	      43
26.140	   0.285	      36
26.160	   0.277	      35
26.180	   0.285	      36
26.200	   0.253	      32
26.220	   0.269	      34
26.240	   0.182	      23
26.260	   0.214	      27
26.280	   0.380	      48
26.300	   0.269	      34
26.320	   0.261	      33
26.340	   0.158	      20
26.360	   0.229	      29
26.380	   0.309	      39
26.400	   0.324	      41
26.420	   0.253	      32
26.441	   0.269	      34
26.461	   0.245	      31
26.481	   0.214	      27
26.501	   0.261	      33
26.521	   0.324	      41
26.541	   0.277	      35
26.561	   0.237	      30
26.581	   0.277	      35
26.601	   0.222	      28
26.621	   0.229	      29
26.641	   0.269	      34
26.661	   0.229	      29
26.681	   0.198	      25
26.701	   0.324	      41
26.721	   0.253	      32
26.741	   0.277	      35
26.761	   0.229	      29
26.781	   0.309	      39
26.801	   0.285	      36
26.821	   0.237	      30
26.841	   0.269	      34
26.861	   0.222	      28
26.881	   0.324	      41
26.901	   0.253	      32
26.921	   0.190	      24
26.941	   0.309	      39
26.961	   0.277	      35
26.981	   0.277	      35
27.001	   0.222	      28
27.021	   0.229	      29
27.041	   0.198	      25
27.061	   0.324	      41
27.081	   0.293	      37
27.101	   0.372	      47
27.121	   0.301	      38
27.141	   0.293	      37
27.161	   0.214	      27
27.181	   0.277	      35
27.201	   0.269	      34
27.221	   0.316	      40
27.241	   0.214	      27
27.261	   0.269	      34
27.281	   0.229	      29
27.301	   0.214	      27
27.321	   0.253	      32
27.341	   0.285	      36
27.361	   0.222	      28
27.381	   0.261	      33
27.401	   0.332	      42
27.421	   0.277	      35
27.441	   0.158	      20
27.461	   0.182	      23
27.481	   0.253	      32
27.501	   0.301	      38
27.521	   0.332	      42
27.541	   0.309	      39
27.561	   0.340	      43
27.581	   0.309	      39
27.601	   0.229	      29
27.621	   0.277	      35
27.641	   0.261	      33
27.661	   0.253	      32
27.681	   0.269	      34
27.701	   0.261	      33
27.721	   0.277	      35
27.741	   0.285	      36
27.761	   0.237	      30
27.781	   0.222	      28
27.801	   0.277	      35
27.821	   0.222	      28
27.841	   0.245	      31
27.861	   0.332	      42
27.881	   0.277	      35
27.901	   0.214	      27
27.921	   0.237	      30
27.941	   0.222	      28
27.961	   0.269	      34
27.981	   0.214	      27
28.001	   0.174	      22
28.021	   0.277	      35
28.041	   0.229	      29
28.061	   0.396	      50
28.081	   0.277	      35
28.101	   0.229	      29
28.121	   0.237	      30
28.141	   0.190	      24
28.161	   0.229	      29
28.181	   0.269	      34
28.201	   0.206	      26
28.221	   0.198	      25
28.241	   0.301	      38
28.261	   0.269	      34
28.281	   0.237	      30
28.301	   0.237	      30
28.321	   0.261	      33
28.341	   0.229	      29
28.361	   0.237	      30
28.381	   0.198	      25
28.401	   0.237	      30
28.421	   0.245	      31
28.441	   0.237	      30
28.461	   0.293	      37
28.481	   0.253	      32
28.501	   0.332	      42
28.521	   0.269	      34
28.541	   0.269	      34
28.561	   0.301	      38
28.581	   0.277	      35
28.601	   0.277	      35
28.621	   0.182	      23
28.641	   0.222	      28
28.661	   0.166	      21
28.681	   0.356	      45
28.701	   0.261	      33
28.721	   0.237	      30
28.741	   0.245	      31
28.761	   0.348	      44
28.782	   0.253	      32
28.802	   0.277	      35
28.822	   0.277	      35
28.842	   0.237	      30
28.862	   0.277	      35
28.882	   0.277	      35
28.902	   0.261	      33
28.922	   0.229	      29
28.942	   0.316	      40
28.962	   0.293	      37
28.982	   0.261	      33
29.002	   0.324	      41
29.022	   0.316	      40
29.042	   0.261	      33
29.062	   0.166	      21
29.082	   0.190	      24
29.102	   0.261	      33
29.122	   0.293	      37
29.142	   0.206	      26
29.162	   0.245	      31
29.182	   0.182	      23
29.202	   0.198	      25
29.222	   0.269	      34
29.242	   0.222	      28
29.262	   0.269	      34
29.282	   0.301	      38
29.302	   0.245	      31
29.322	   0.229	      29
29.342	   0.166	      21
29.362	   0.269	      34
29.382	   0.206	      26
29.402	   0.301	      38
29.422	   0.206	      26
29.442	   0.222	      28
29.462	   0.245	      31
29.482	   0.142	      18
29.502	   0.253	      32
29.522	   0.245	      31
29.542	   0.229	      29
29.562	   0.245	      31
29.582	   0.174	      22
29.602	   0.214	      27
29.622	   0.261	      33
29.642	   0.245	      31
29.662	   0.214	      27
29.682	   0.245	      31
29.702	   0.253	      32
29.722	   0.222	      28
29.742	   0.222	      28
29.762	   0.222	      28
29.782	   0.198	      25
29.802	   0.348	      44
29.822	   0.253	      32
29.842	   0.245	      31
29.862	   0.135	      17
29.882	   0.222	      28
29.902	   0.324	      41
29.922	   0.214	      27
29.942	   0.301	      38
29.962	   0.214	      27
29.982	   0.293	      37
30.002	   0.261	      33
30.022	   0.285	      36
30.042	   0.206	      26
30.062	   0.158	      20
30.082	   0.214	      27
30.102	   0.214	      27
30.122	   0.190	      24
30.142	   0.293	      37
30.162	   0.166	      21
30.182	   0.198	      25
30.202	   0.206	      26
30.222	   0.229	      29
30.242	   0.214	      27
30.262	   0.174	      22
30.282	   0.182	      23
30.302	   0.214	      27
30.322	   0.285	      36
30.342	   0.198	      25
30.362	   0.237	      30
30.382	   0.206	      26
30.402	   0.237	      30
30.422	   0.237	      30
30.442	   0.182	      23
30.462	   0.166	      21
30.482	   0.277	      35
30.502	   0.253	      32
30.522	   0.253	      32
30.542	   0.253	      32
30.562	   0.269	      34
30.582	   0.206	      26
30.602	   0.253	      32
30.622	   0.198	      25
30.642	   0.269	      34
30.662	   0.214	      27
30.682	   0.190	      24
30.702	   0.142	      18
30.722	   0.277	      35
30.742	   0.301	      38
30.762	   0.261	      33
30.782	   0.269	      34
30.802	   0.229	      29
30.822	   0.222	      28
30.842	   0.214	      27
30.862	   0.237	      30
30.882	   0.285	      36
30.902	   0.214	      27
30.922	   0.174	      22
30.942	   0.261	      33
30.962	   0.198	      25
30.982	   0.301	      38
31.002	   0.285	      36
31.022	   0.198	      25
31.042	   0.277	      35
31.062	   0.222	      28
31.082	   0.222	      28
31.102	   0.182	      23
31.123	   0.174	      22
31.143	   0.198	      25
31.163	   0.316	      40
31.183	   0.277	      35
31.203	   0.245	      31
31.223	   0.198	      25
31.243	   0.269	      34
31.263	   0.237	      30
31.283	   0.182	      23
31.303	   0.277	      35
31.323	   0.222	      28
31.343	   0.222	      28
31.363	   0.301	      38
31.383	   0.198	      25
31.403	   0.198	      25
31.423	   0.261	      33
31.443	   0.214	      27
31.463	   0.222	      28
31.483	   0.261	      33
31.503	   0.206	      26
31.523	   0.229	      29
31.543	   0.190	      24
31.563	   0.245	      31
31.583	   0.198	      25
31.603	   0.253	      32
31.623	   0.285	      36
31.643	   0.190	      24
31.663	   0.182	      23
31.683	   0.182	      23
31.703	   0.198	      25
31.723	   0.214	      27
31.743	   0.214	      27
31.763	   0.174	      22
31.783	   0.214	      27
31.803	   0.190	      24
31.823	   0.309	      39
31.843	   0.237	      30
31.863	   0.285	      36
31.883	   0.198	      25
31.903	   0.277	      35
31.923	   0.206	      26
31.943	   0.214	      27
31.963	   0.214	      27
31.983	   0.237	      30
32.003	   0.214	      27
32.023	   0.174	      22
32.043	   0.111	      14
32.063	   0.198	      25
32.083	   0.237	      30
32.103	   0.198	      25
32.123	   0.206	      26
32.143	   0.206	      26
32.163	   0.174	      22
32.183	   0.190	      24
32.203	   0.142	      18
32.223	   0.222	      28
32.243	   0.229	      29
32.263	   0.166	      21
32.283	   0.237	      30
32.303	   0.198	      25
32.323	   0.222	      28
32.343	   0.198	      25
32.363	   0.222	      28
32.383	   0.182	      23
32.403	   0.206	      26
32.423	   0.174	      22
32.443	   0.261	      33
32.463	   0.214	      27
32.483	   0.166	      21
32.503	   0.214	      27
32.523	   0.198	      25
32.543	   0.198	      25
32.563	   0.214	      27
32.583	   0.245	      31
32.603	   0.237	      30
32.623	   0.206	      26
32.643	   0.174	      22
32.663	   0.150	      19
32.683	   0.261	      33
32.703	   0.158	      20
32.723	   0.190	      24
32.743	   0.261	      33
32.763	   0.135	      17
32.783	   0.174	      22
32.803	   0.198	      25
32.823	   0.245	      31
32.843	   0.237	      30
32.863	   0.166	      21
32.883	   0.269	      34
32.903	   0.222	      28
32.923	   0.135	      17
32.943	   0.158	      20
32.963	   0.182	      23
32.983	   0.182	      23
33.003	   0.229	      29
33.023	   0.142	      18
33.043	   0.206	      26
33.063	   0.190	      24
33.083	   0.166	      21
33.103	   0.166	      21
33.123	   0.222	      28
33.143	   0.166	      21
33.163	   0.174	      22
33.183	   0.158	      20
33.203	   0.127	      16
33.223	   0.142	      18
33.243	   0.214	      27
33.263	   0.214	      27
33.283	   0.198	      25
33.303	   0.198	      25
33.323	   0.206	      26
33.343	   0.127	      16
33.363	   0.198	      25
33.383	   0.190	      24
33.403	   0.261	      33
33.423	   0.214	      27
33.443	   0.229	      29
33.464	   0.190	      24
33.484	   0.166	      21
33.504	   0.198	      25
33.524	   0.253	      32
33.544	   0.142	      18
33.564	   0.190	      24
33.584	   0.182	      23
33.604	   0.150	      19
33.624	   0.198	      25
33.644	   0.222	      28
33.664	   0.127	      16
33.684	   0.190	      24
33.704	   0.135	      17
33.724	   0.174	      22
33.744	   0.150	      19
33.764	   0.142	      18
33.784	   0.198	      25
33.804	   0.158	      20
33.824	   0.150	      19
33.844	   0.198	      25
33.864	   0.237	      30
33.884	   0.150	      19
33.904	   0.190	      24
33.924	   0.150	      19
33.944	   0.198	      25
33.964	   0.190	      24
33.984	   0.198	      25
34.004	   0.182	      23
34.024	   0.166	      21
34.044	   0.206	      26
34.064	   0.190	      24
34.084	   0.190	      24
34.104	   0.222	      28
34.124	   0.214	      27
34.144	   0.142	      18
34.164	   0.150	      19
34.184	   0.158	      20
34.204	   0.190	      24
34.224	   0.158	      20
34.244	   0.214	      27
34.264	   0.111	      14
34.284	   0.174	      22
34.304	   0.103	      13
34.324	   0.182	      23
34.344	   0.127	      16
34.364	   0.150	      19
34.384	   0.166	      21
34.404	   0.206	      26
34.424	   0.166	      21
34.444	   0.237	      30
34.464	   0.142	      18
34.484	   0.166	      21
34.504	   0.111	      14
34.524	   0.222	      28
34.544	   0.253	      32
34.564	   0.198	      25
34.584	   0.198	      25
34.604	   0.127	      16
34.624	   0.071	       9
34.644	   0.222	      28
34.664	   0.261	      33
34.684	   0.111	      14
34.704	   0.158	      20
34.724	   0.190	      24
34.744	   0.182	      23
34.764	   0.190	      24
34.784	   0.127	      16
34.804	   0.142	      18
34.824	   0.206	      26
34.844	   0.190	      24
34.864	   0.166	      21
34.884	   0.182	      23
34.904	   0.119	      15
34.924	   0.158	      20
34.944	   0.174	      22
34.964	   0.182	      23
34.984	   0.166	      21
35.004	   0.111	      14
35.024	   0.079	      10
35.044	   0.142	      18
35.064	   0.182	      23
35.084	   0.111	      14
35.104	   0.158	      20
35.124	   0.174	      22
35.144	   0.135	      17
35.164	   0.182	      23
35.184	   0.119	      15
35.204	   0.190	      24
35.224	   0.158	      20
35.244	   0.142	      18
35.264	   0.174	      22
35.284	   0.182	      23
35.304	   0.261	      33
35.324	   0.158	      20
35.344	   0.127	      16
35.364	   0.087	      11
35.384	   0.182	      23
35.404	   0.127	      16
35.424	   0.166	      21
35.444	   0.142	      18
35.464	   0.190	      24
35.484	   0.198	      25
35.504	   0.111	      14
35.524	   0.119	      15
35.544	   0.135	      17
35.564	   0.158	      20
35.584	   0.111	      14
35.604	   0.158	      20
35.624	   0.135	      17
35.644	   0.103	      13
35.664	   0.198	      25
35.684	   0.174	      22
35.704	   0.190	      24
35.724	   0.127	      16
35.744	   0.182	      23
35.764	   0.158	      20
35.784	   0.150	      19
35.805	   0.142	      18
35.825	   0.119	      15
35.845	   0.166	      21
35.865	   0.158	      20
35.885	   0.206	      26
35.905	   0.111	      14
35.925	   0.150	      19
35.945	   0.182	      23
35.965	   0.142	      18
35.985	   0.182	      23
36.005	   0.158	      20
36.025	   0.111	      14
36.045	   0.142	      18
36.065	   0.103	      13
36.085	   0.182	      23
36.105	   0.095	      12
36.125	   0.135	      17
36.145	   0.166	      21
36.165	   0.119	      15
36.185	   0.119	      15
36.205	   0.135	      17
36.225	   0.127	      16
36.245	   0.166	      21
36.265	   0.182	      23
36.285	   0.190	      24
36.305	   0.135	      17
36.325	   0.142	      18
36.345	   0.158	      20
36.365	   0.127	      16
36.385	   0.103	      13
36.405	   0.095	      12
36.425	   0.119	      15
36.445	   0.142	      18
36.465	   0.071	       9
36.485	   0.111	      14
36.505	   0.111	      14
36.525	   0.214	      27
36.545	   0.119	      15
36.565	   0.142	      18
36.585	   0.111	      14
36.605	   0.127	      16
36.625	   0.150	      19
36.645	   0.158	      20
36.665	   0.127	      16
36.685	   0.135	      17
36.705	   0.166	      21
36.725	   0.119	      15
36.745	   0.119	      15
36.765	   0.150	      19
36.785	   0.103	      13
36.805	   0.182	      23
36.825	   0.135	      17
36.845	   0.158	      20
36.865	   0.150	      19
36.885	   0.111	      14
36.905	   0.166	      21
36.925	   0.142	      18
36.945	   0.142	      18
36.965	   0.119	      15
36.985	   0.135	      17
37.005	   0.119	      15
37.025	   0.119	      15
37.045	   0.071	       9
37.065	   0.174	      22
37.085	   0.158	      20
37.105	   0.127	      16
37.125	   0.142	      18
37.145	   0.158	      20
37.165	   0.142	      18
37.185	   0.032	       4
37.205	   0.174	      22
37.225	   0.071	       9
37.245	   0.111	      14
37.265	   0.119	      15
37.285	   0.103	      13
37.305	   0.063	       8
37.325	   0.087	      11
37.345	   0.142	      18
37.365	   0.103	      13
37.385	   0.095	      12
37.405	   0.111	      14
37.425	   0.103	      13
37.445	   0.135	      17
37.465	   0.166	      21
37.485	   0.079	      10
37.505	   0.103	      13
37.525	   0.174	      22
37.545	   0.071	       9
37.565	   0.103	      13
37.585	   0.079	      10
37.605	   0.119	      15
37.625	   0.071	       9
37.645	   0.095	      12
37.665	   0.127	      16
37.685	   0.071	       9
37.705	   0.087	      11
37.725	   0.103	      13
37.745	   0.079	      10
37.765	   0.127	      16
37.785	   0.119	      15
37.805	   0.087	      11
37.825	   0.087	      11
37.845	   0.111	      14
37.865	   0.119	      15
37.885	   0.127	      16
37.905	   0.040	       5
37.925	   0.087	      11
37.945	   0.087	      11
37.965	   0.087	      11
37.985	   0.158	      20
38.005	   0.040	       5
38.025	   0.103	      13
38.045	   0.079	      10
38.065	   0.103	      13
38.085	   0.087	      11
38.105	   0.103	      13
38.125	   0.111	      14
38.146	   0.071	       9
38.166	   0.095	      12
38.186	   0.119	      15
38.206	   0.111	      14
38.226	   0.071	       9
38.246	   0.071	       9
38.266	   0.119	      15
38.286	   0.158	      20
38.306	   0.055	       7
38.326	   0.127	      16
38.346	   0.111	      14
38.366	   0.079	      10
38.386	   0.079	      10
38.406	   0.032	       4
38.426	   0.095	      12
38.446	   0.135	      17
38.466	   0.127	      16
38.486	   0.087	      11
38.506	   0.079	      10
38.526	   0.111	      14
38.546	   0.103	      13
38.566	   0.135	      17
38.586	   0.087	      11
38.606	   0.111	      14
38.626	   0.079	      10
38.646	   0.135	      17
38.666	   0.047	       6
38.686	   0.071	       9
38.706	   0.087	      11
38.726	   0.079	      10
38.746	   0.079	      10
38.766	   0.079	      10
38.786	   0.087	      11
38.806	   0.079	      10
38.826	   0.135	      17
38.846	   0.063	       8
38.866	   0.087	      11
38.886	   0.119	      15
38.906	   0.055	       7
38.926	   0.095	      12
38.946	   0.047	       6
38.966	   0.087	      11
38.986	   0.087	      11
39.006	   0.071	       9
39.026	   0.055	       7
39.046	   0.055	       7
39.066	   0.103	      13
39.086	   0.087	      11
39.106	   0.095	      12
39.126	   0.071	       9
39.146	   0.095	      12
39.166	   0.095	      12
39.186	   0.095	      12
39.206	   0.047	       6
39.226	   0.055	       7
39.246	   0.040	       5
39.266	   0.095	      12
39.286	   0.055	       7
39.306	   0.071	       9
39.326	   0.103	      13
39.346	   0.127	      16
39.366	   0.087	      11
39.386	   0.071	       9
39.406	   0.063	       8
39.426	   0.095	      12
39.446	   0.063	       8
39.466	   0.047	       6
39.486	   0.063	       8
39.506	   0.079	      10
39.526	   0.119	      15
39.546	   0.047	       6
39.566	   0.047	       6
39.586	   0.079	      10
39.606	   0.047	       6
39.626	   0.055	       7
39.646	   0.079	      10
39.666	   0.071	       9
39.686	   0.024	       3
39.706	   0.016	       2
39.726	   0.024	       3
39.746	   0.111	      14
39.766	   0.055	       7
39.786	   0.087	      11
39.806	   0.024	       3
39.826	   0.055	       7
39.846	   0.063	       8
39.866	   0.032	       4
39.886	   0.095	      12
39.906	   0.047	       6
39.926	   0.032	       4
39.946	   0.071	       9
39.966	   0.071	       9
39.986	   0.040	       5
40.006	   0.055	       7
40.026	   0.047	       6
40.046	   0.055	       7
40.066	   0.032	       4
40.086	   0.087	      11
40.106	   0.055	       7
40.126	   0.047	       6
40.146	   0.047	       6
40.166	   0.071	       9
40.186	   0.047	       6
40.206	   0.024	       3
40.226	   0.087	      11
40.246	   0.040	       5
40.266	   0.071	       9
40.286	   0.047	       6
40.306	   0.079	      10
40.326	   0.063	       8
40.346	   0.016	       2
40.366	   0.040	       5
40.386	   0.063	       8
40.406	   0.095	      12
40.426	   0.063	       8
40.446	   0.063	       8
40.466	   0.063	       8
40.487	   0.095	      12
40.507	   0.063	       8
40.527	   0.063	       8
40.547	   0.047	       6
40.567	   0.103	      13
40.587	   0.063	       8
40.607	   0.016	       2
40.627	   0.063	       8
40.647	   0.063	       8
40.667	   0.016	       2
40.687	   0.032	       4
40.707	   0.040	       5
40.727	   0.040	       5
40.747	   0.024	       3
40.767	   0.063	       8
40.787	   0.032	       4
40.807	   0.032	       4
40.827	   0.055	       7
40.847	   0.055	       7
40.867	   0.071	       9
40.887	   0.040	       5
40.907	   0.063	       8
40.927	   0.063	       8
40.947	   0.032	       4
