keV	cps	count
22.239	   0.498	      62
22.259	   0.522	      65
22.279	   0.570	      71
22.299	   0.658	      82
22.319	   0.698	      87
22.339	   0.570	      71
22.359	   0.602	      75
22.379	   0.666	      83
22.399	   0.722	      90
22.419	   0.706	      88
22.439	   0.867	     108
22.459	   0.778	      97
22.479	   1.003	     125
22.499	   0.811	     101
22.519	   1.067	     133
22.539	   1.027	     128
22.559	   1.196	     149
22.579	   1.244	     155
22.599	   1.485	     185
22.619	   1.485	     185
22.639	   1.685	     210
22.659	   1.798	     224
22.679	   1.637	     204
22.699	   1.838	     229
22.719	   1.790	     223
22.739	   1.966	     245
22.759	   1.790	     223
22.779	   1.942	     242
22.799	   1.669	     208
22.819	   1.461	     182
22.839	   1.420	     177
22.859	   1.525	     190
22.879	   1.412	     176
22.899	   1.268	     158
22.919	   1.260	     157
22.939	   0.939	     117
22.959	   1.091	     136
22.979	   0.859	     107
22.999	   0.827	     103
23.019	   1.035	     129
23.039	   0.875	     109
23.059	   0.931	     116
23.079	   0.883	     110
23.099	   0.827	     103
23.119	   0.803	     100
23.139	   0.658	      82
23.159	   0.762	      95
23.179	   0.851	     106
23.199	   0.819	     102
23.219	   0.706	      88
23.239	   0.754	      94
23.259	   0.642	      80
23.279	   0.746	      93
23.299	   0.698	      87
23.319	   0.738	      92
23.339	   0.762	      95
23.359	   0.778	      97
23.379	   0.762	      95
23.399	   0.730	      91
23.419	   0.570	      71
23.439	   0.562	      70
23.459	   0.682	      85
23.479	   0.626	      78
23.499	   0.586	      73
23.519	   0.578	      72
23.539	   0.650	      81
23.559	   0.586	      73
23.579	   0.490	      61
23.599	   0.522	      65
23.619	   0.634	      79
23.639	   0.674	      84
23.659	   0.618	      77
23.679	   0.658	      82
23.699	   0.610	      76
23.719	   0.674	      84
23.739	   0.714	      89
23.759	   0.626	      78
23.779	   0.538	      67
23.799	   0.666	      83
23.819	   0.746	      93
23.839	   0.770	      96
23.859	   0.875	     109
23.879	   0.867	     108
23.899	   0.578	      72
23.919	   0.722	      90
23.939	   0.738	      92
23.959	   0.762	      95
23.979	   0.738	      92
23.999	   0.706	      88
24.019	   0.674	      84
24.039	   0.610	      76
24.059	   0.602	      75
24.079	   0.562	      70
24.100	   0.690	      86
24.120	   0.658	      82
24.140	   0.634	      79
24.160	   0.650	      81
24.180	   0.706	      88
24.200	   0.714	      89
24.220	   0.682	      85
24.240	   0.618	      77
24.260	   0.530	      66
24.280	   0.602	      75
24.300	   0.674	      84
24.320	   0.546	      68
24.340	   0.698	      87
24.360	   0.594	      74
24.380	   0.578	      72
24.400	   0.618	      77
24.420	   0.738	      92
24.440	   0.586	      73
24.460	   0.626	      78
24.480	   0.690	      86
24.500	   0.666	      83
24.520	   0.642	      80
24.540	   0.618	      77
24.560	   0.666	      83
24.580	   0.682	      85
24.600	   0.546	      68
24.620	   0.722	      90
24.640	   0.786	      98
24.660	   0.482	      60
24.680	   0.730	      91
24.700	   0.594	      74
24.720	   0.634	      79
24.740	   0.754	      94
24.760	   0.674	      84
24.780	   0.674	      84
24.800	   0.730	      91
24.820	   0.674	      84
24.840	   0.618	      77
24.860	   0.819	     102
24.880	   0.666	      83
24.900	   0.778	      97
24.920	   0.594	      74
24.940	   0.674	      84
24.960	   0.915	     114
24.980	   0.859	     107
25.000	   0.770	      96
25.020	   0.754	      94
25.040	   0.786	      98
25.060	   0.754	      94
25.080	   0.778	      97
25.100	   0.770	      96
25.120	   0.899	     112
25.140	   0.786	      98
25.160	   0.682	      85
25.180	   0.899	     112
25.200	   0.827	     103
25.220	   0.915	     114
25.240	   0.835	     104
25.260	   0.867	     108
25.280	   0.891	     111
25.300	   0.778	      97
25.320	   0.891	     111
25.340	   0.794	      99
25.360	   0.867	     108
25.380	   0.690	      86
25.400	   0.730	      91
25.420	   0.794	      99
25.440	   0.690	      86
25.460	   0.843	     105
25.480	   0.875	     109
25.500	   0.682	      85
25.520	   0.658	      82
25.540	   0.730	      91
25.560	   0.674	      84
25.580	   0.722	      90
25.600	   0.674	      84
25.620	   0.674	      84
25.640	   0.690	      86
25.660	   0.827	     103
25.680	   0.698	      87
25.700	   0.770	      96
25.720	   0.794	      99
25.740	   0.883	     110
25.760	   0.714	      89
25.780	   0.674	      84
25.800	   0.827	     103
25.820	   0.770	      96
25.840	   0.803	     100
25.860	   0.642	      80
25.880	   0.867	     108
25.900	   0.851	     106
25.920	   0.867	     108
25.940	   0.666	      83
25.960	   0.778	      97
25.980	   0.819	     102
26.000	   0.762	      95
26.020	   0.794	      99
26.040	   0.626	      78
26.060	   0.803	     100
26.080	   0.738	      92
26.100	   0.522	      65
26.120	   0.843	     105
26.140	   0.835	     104
26.160	   0.843	     105
26.180	   0.851	     106
26.200	   0.778	      97
26.220	   0.827	     103
26.240	   0.754	      94
26.260	   0.754	      94
26.280	   0.746	      93
26.300	   0.714	      89
26.320	   0.931	     116
26.340	   0.939	     117
26.360	   0.770	      96
26.380	   0.851	     106
26.400	   0.754	      94
26.420	   0.754	      94
26.441	   0.995	     124
26.461	   0.770	      96
26.481	   0.690	      86
26.501	   0.730	      91
26.521	   0.618	      77
26.541	   0.778	      97
26.561	   0.794	      99
26.581	   0.714	      89
26.601	   0.626	      78
26.621	   0.859	     107
26.641	   0.875	     109
26.661	   0.674	      84
26.681	   0.706	      88
26.701	   0.762	      95
26.721	   0.722	      90
26.741	   0.650	      81
26.761	   0.610	      76
26.781	   0.738	      92
26.801	   0.674	      84
26.821	   0.642	      80
26.841	   0.778	      97
26.861	   0.867	     108
26.881	   0.819	     102
26.901	   0.738	      92
26.921	   0.867	     108
26.941	   0.722	      90
26.961	   0.722	      90
26.981	   0.682	      85
27.001	   0.674	      84
27.021	   0.634	      79
27.041	   0.722	      90
27.061	   0.867	     108
27.081	   0.738	      92
27.101	   0.722	      90
27.121	   0.586	      73
27.141	   0.722	      90
27.161	   0.803	     100
27.181	   0.770	      96
27.201	   0.666	      83
27.221	   0.690	      86
27.241	   0.835	     104
27.261	   0.658	      82
27.281	   0.722	      90
27.301	   0.698	      87
27.321	   0.602	      75
27.341	   0.794	      99
27.361	   0.570	      71
27.381	   0.650	      81
27.401	   0.803	     100
27.421	   0.746	      93
27.441	   0.891	     111
27.461	   0.883	     110
27.481	   0.827	     103
27.501	   0.706	      88
27.521	   0.690	      86
27.541	   0.883	     110
27.561	   0.923	     115
27.581	   0.851	     106
27.601	   0.859	     107
27.621	   0.738	      92
27.641	   0.835	     104
27.661	   0.706	      88
27.681	   0.618	      77
27.701	   0.754	      94
27.721	   0.602	      75
27.741	   0.762	      95
27.761	   0.762	      95
27.781	   0.634	      79
27.801	   0.746	      93
27.821	   0.811	     101
27.841	   0.706	      88
27.861	   0.722	      90
27.881	   0.642	      80
27.901	   0.754	      94
27.921	   0.610	      76
27.941	   0.794	      99
27.961	   0.618	      77
27.981	   0.642	      80
28.001	   0.827	     103
28.021	   0.730	      91
28.041	   0.610	      76
28.061	   0.746	      93
28.081	   0.835	     104
28.101	   0.931	     116
28.121	   0.786	      98
28.141	   0.690	      86
28.161	   0.794	      99
28.181	   0.762	      95
28.201	   0.851	     106
28.221	   0.851	     106
28.241	   0.578	      72
28.261	   0.674	      84
28.281	   0.786	      98
28.301	   0.738	      92
28.321	   0.642	      80
28.341	   0.867	     108
28.361	   0.746	      93
28.381	   0.851	     106
28.401	   0.851	     106
28.421	   0.786	      98
28.441	   0.738	      92
28.461	   0.819	     102
28.481	   0.730	      91
28.501	   0.803	     100
28.521	   0.851	     106
28.541	   0.746	      93
28.561	   0.674	      84
28.581	   0.706	      88
28.601	   0.674	      84
28.621	   0.794	      99
28.641	   0.835	     104
28.661	   0.762	      95
28.681	   0.770	      96
28.701	   0.770	      96
28.721	   0.843	     105
28.741	   0.770	      96
28.761	   0.698	      87
28.782	   0.666	      83
28.802	   0.666	      83
28.822	   0.730	      91
28.842	   0.714	      89
28.862	   0.690	      86
28.882	   0.843	     105
28.902	   0.570	      71
28.922	   0.666	      83
28.942	   0.730	      91
28.962	   0.762	      95
28.982	   0.706	      88
29.002	   0.738	      92
29.022	   0.682	      85
29.042	   0.746	      93
29.062	   0.698	      87
29.082	   0.722	      90
29.102	   0.786	      98
29.122	   0.754	      94
29.142	   0.722	      90
29.162	   0.811	     101
29.182	   0.746	      93
29.202	   0.786	      98
29.222	   0.738	      92
29.242	   0.827	     103
29.262	   0.738	      92
29.282	   0.778	      97
29.302	   0.634	      79
29.322	   0.746	      93
29.342	   0.602	      75
29.362	   0.714	      89
29.382	   0.722	      90
29.402	   0.714	      89
29.422	   0.762	      95
29.442	   0.746	      93
29.462	   0.706	      88
29.482	   0.690	      86
29.502	   0.786	      98
29.522	   0.634	      79
29.542	   0.714	      89
29.562	   0.610	      76
29.582	   0.786	      98
29.602	   0.811	     101
29.622	   0.610	      76
29.642	   0.682	      85
29.662	   0.754	      94
29.682	   0.658	      82
29.702	   0.698	      87
29.722	   0.682	      85
29.742	   0.634	      79
29.762	   0.698	      87
29.782	   0.746	      93
29.802	   0.674	      84
29.822	   0.650	      81
29.842	   0.738	      92
29.862	   0.522	      65
29.882	   0.666	      83
29.902	   0.666	      83
29.922	   0.738	      92
29.942	   0.498	      62
29.962	   0.586	      73
29.982	   0.658	      82
30.002	   0.706	      88
30.022	   0.754	      94
30.042	   0.666	      83
30.062	   0.666	      83
30.082	   0.626	      78
30.102	   0.642	      80
30.122	   0.570	      71
30.142	   0.658	      82
30.162	   0.634	      79
30.182	   0.754	      94
30.202	   0.682	      85
30.222	   0.674	      84
30.242	   0.610	      76
30.262	   0.698	      87
30.282	   0.770	      96
30.302	   0.578	      72
30.322	   0.650	      81
30.342	   0.666	      83
30.362	   0.746	      93
30.382	   0.778	      97
30.402	   0.690	      86
30.422	   0.570	      71
30.442	   0.762	      95
30.462	   0.778	      97
30.482	   0.578	      72
30.502	   0.682	      85
30.522	   0.666	      83
30.542	   0.634	      79
30.562	   0.738	      92
30.582	   0.819	     102
30.602	   0.682	      85
30.622	   0.714	      89
30.642	   0.570	      71
30.662	   0.658	      82
30.682	   0.642	      80
30.702	   0.642	      80
30.722	   0.706	      88
30.742	   0.722	      90
30.762	   0.730	      91
30.782	   0.674	      84
30.802	   0.746	      93
30.822	   0.714	      89
30.842	   0.618	      77
30.862	   0.602	      75
30.882	   0.626	      78
30.902	   0.658	      82
30.922	   0.642	      80
30.942	   0.722	      90
30.962	   0.666	      83
30.982	   0.618	      77
31.002	   0.714	      89
31.022	   0.586	      73
31.042	   0.794	      99
31.062	   0.594	      74
31.082	   0.722	      90
31.102	   0.666	      83
31.123	   0.634	      79
31.143	   0.522	      65
31.163	   0.610	      76
31.183	   0.666	      83
31.203	   0.658	      82
31.223	   0.730	      91
31.243	   0.570	      71
31.263	   0.602	      75
31.283	   0.578	      72
31.303	   0.634	      79
31.323	   0.674	      84
31.343	   0.578	      72
31.363	   0.562	      70
31.383	   0.570	      71
31.403	   0.602	      75
31.423	   0.666	      83
31.443	   0.626	      78
31.463	   0.602	      75
31.483	   0.578	      72
31.503	   0.698	      87
31.523	   0.554	      69
31.543	   0.658	      82
31.563	   0.626	      78
31.583	   0.642	      80
31.603	   0.722	      90
31.623	   0.698	      87
31.643	   0.626	      78
31.663	   0.578	      72
31.683	   0.530	      66
31.703	   0.626	      78
31.723	   0.634	      79
31.743	   0.714	      89
31.763	   0.610	      76
31.783	   0.570	      71
31.803	   0.490	      61
31.823	   0.562	      70
31.843	   0.554	      69
31.863	   0.618	      77
31.883	   0.594	      74
31.903	   0.714	      89
31.923	   0.626	      78
31.943	   0.658	      82
31.963	   0.626	      78
31.983	   0.634	      79
32.003	   0.602	      75
32.023	   0.634	      79
32.043	   0.602	      75
32.063	   0.650	      81
32.083	   0.666	      83
32.103	   0.602	      75
32.123	   0.538	      67
32.143	   0.690	      86
32.163	   0.602	      75
32.183	   0.626	      78
32.203	   0.498	      62
32.223	   0.634	      79
32.243	   0.546	      68
32.263	   0.610	      76
32.283	   0.626	      78
32.303	   0.658	      82
32.323	   0.722	      90
32.343	   0.530	      66
32.363	   0.546	      68
32.383	   0.530	      66
32.403	   0.554	      69
32.423	   0.562	      70
32.443	   0.618	      77
32.463	   0.746	      93
32.483	   0.730	      91
32.503	   0.626	      78
32.523	   0.538	      67
32.543	   0.610	      76
32.563	   0.570	      71
32.583	   0.530	      66
32.603	   0.634	      79
32.623	   0.642	      80
32.643	   0.618	      77
32.663	   0.682	      85
32.683	   0.538	      67
32.703	   0.674	      84
32.723	   0.634	      79
32.743	   0.610	      76
32.763	   0.626	      78
32.783	   0.329	      41
32.803	   0.522	      65
32.823	   0.514	      64
32.843	   0.578	      72
32.863	   0.666	      83
32.883	   0.522	      65
32.903	   0.457	      57
32.923	   0.506	      63
32.943	   0.610	      76
32.963	   0.618	      77
32.983	   0.594	      74
33.003	   0.666	      83
33.023	   0.530	      66
33.043	   0.546	      68
33.063	   0.554	      69
33.083	   0.441	      55
33.103	   0.602	      75
33.123	   0.562	      70
33.143	   0.522	      65
33.163	   0.562	      70
33.183	   0.457	      57
33.203	   0.586	      73
33.223	   0.473	      59
33.243	   0.586	      73
33.263	   0.554	      69
33.283	   0.578	      72
33.303	   0.642	      80
33.323	   0.594	      74
33.343	   0.538	      67
33.363	   0.562	      70
33.383	   0.433	      54
33.403	   0.522	      65
33.423	   0.522	      65
33.443	   0.626	      78
33.464	   0.490	      61
33.484	   0.538	      67
33.504	   0.554	      69
33.524	   0.594	      74
33.544	   0.457	      57
33.564	   0.642	      80
33.584	   0.562	      70
33.604	   0.682	      85
33.624	   0.594	      74
33.644	   0.482	      60
33.664	   0.618	      77
33.684	   0.578	      72
33.704	   0.473	      59
33.724	   0.570	      71
33.744	   0.514	      64
33.764	   0.425	      53
33.784	   0.570	      71
33.804	   0.490	      61
33.824	   0.433	      54
33.844	   0.393	      49
33.864	   0.578	      72
33.884	   0.506	      63
33.904	   0.554	      69
33.924	   0.498	      62
33.944	   0.401	      50
33.964	   0.562	      70
33.984	   0.465	      58
34.004	   0.562	      70
34.024	   0.522	      65
34.044	   0.409	      51
34.064	   0.490	      61
34.084	   0.594	      74
34.104	   0.570	      71
34.124	   0.530	      66
34.144	   0.586	      73
34.164	   0.506	      63
34.184	   0.514	      64
34.204	   0.554	      69
34.224	   0.498	      62
34.244	   0.490	      61
34.264	   0.498	      62
34.284	   0.530	      66
34.304	   0.530	      66
34.324	   0.538	      67
34.344	   0.441	      55
34.364	   0.449	      56
34.384	   0.570	      71
34.404	   0.554	      69
34.424	   0.570	      71
34.444	   0.441	      55
34.464	   0.473	      59
34.484	   0.449	      56
34.504	   0.650	      81
34.524	   0.546	      68
34.544	   0.409	      51
34.564	   0.457	      57
34.584	   0.498	      62
34.604	   0.482	      60
34.624	   0.522	      65
34.644	   0.409	      51
34.664	   0.369	      46
34.684	   0.514	      64
34.704	   0.393	      49
34.724	   0.449	      56
34.744	   0.441	      55
34.764	   0.514	      64
34.784	   0.425	      53
34.804	   0.433	      54
34.824	   0.546	      68
34.844	   0.377	      47
34.864	   0.490	      61
34.884	   0.482	      60
34.904	   0.514	      64
34.924	   0.449	      56
34.944	   0.393	      49
34.964	   0.345	      43
34.984	   0.433	      54
35.004	   0.586	      73
35.024	   0.401	      50
35.044	   0.377	      47
35.064	   0.433	      54
35.084	   0.449	      56
35.104	   0.498	      62
35.124	   0.377	      47
35.144	   0.465	      58
35.164	   0.425	      53
35.184	   0.393	      49
35.204	   0.377	      47
35.224	   0.433	      54
35.244	   0.473	      59
35.264	   0.457	      57
35.284	   0.538	      67
35.304	   0.498	      62
35.324	   0.514	      64
35.344	   0.369	      46
35.364	   0.482	      60
35.384	   0.369	      46
35.404	   0.594	      74
35.424	   0.425	      53
35.444	   0.473	      59
35.464	   0.417	      52
35.484	   0.498	      62
35.504	   0.514	      64
35.524	   0.409	      51
35.544	   0.393	      49
35.564	   0.465	      58
35.584	   0.457	      57
35.604	   0.305	      38
35.624	   0.570	      71
35.644	   0.361	      45
35.664	   0.457	      57
35.684	   0.425	      53
35.704	   0.506	      63
35.724	   0.409	      51
35.744	   0.393	      49
35.764	   0.433	      54
35.784	   0.465	      58
35.805	   0.385	      48
35.825	   0.449	      56
35.845	   0.369	      46
35.865	   0.417	      52
35.885	   0.401	      50
35.905	   0.409	      51
35.925	   0.385	      48
35.945	   0.514	      64
35.965	   0.393	      49
35.985	   0.409	      51
36.005	   0.377	      47
36.025	   0.465	      58
36.045	   0.401	      50
36.065	   0.369	      46
36.085	   0.313	      39
36.105	   0.457	      57
36.125	   0.441	      55
36.145	   0.361	      45
36.165	   0.409	      51
36.185	   0.345	      43
36.205	   0.465	      58
36.225	   0.449	      56
36.245	   0.457	      57
36.265	   0.353	      44
36.285	   0.433	      54
36.305	   0.297	      37
36.325	   0.337	      42
36.345	   0.305	      38
36.365	   0.465	      58
36.385	   0.345	      43
36.405	   0.377	      47
36.425	   0.345	      43
36.445	   0.393	      49
36.465	   0.401	      50
36.485	   0.321	      40
36.505	   0.401	      50
36.525	   0.393	      49
36.545	   0.369	      46
36.565	   0.297	      37
36.585	   0.345	      43
36.605	   0.305	      38
36.625	   0.297	      37
36.645	   0.313	      39
36.665	   0.361	      45
36.685	   0.417	      52
36.705	   0.457	      57
36.725	   0.289	      36
36.745	   0.433	      54
36.765	   0.329	      41
36.785	   0.185	      23
36.805	   0.473	      59
36.825	   0.377	      47
36.845	   0.329	      41
36.865	   0.393	      49
36.885	   0.385	      48
36.905	   0.345	      43
36.925	   0.377	      47
36.945	   0.377	      47
36.965	   0.337	      42
36.985	   0.321	      40
37.005	   0.337	      42
37.025	   0.353	      44
37.045	   0.297	      37
37.065	   0.369	      46
37.085	   0.313	      39
37.105	   0.313	      39
37.125	   0.369	      46
37.145	   0.353	      44
37.165	   0.393	      49
37.185	   0.281	      35
37.205	   0.353	      44
37.225	   0.337	      42
37.245	   0.249	      31
37.265	   0.281	      35
37.285	   0.209	      26
37.305	   0.353	      44
37.325	   0.313	      39
37.345	   0.329	      41
37.365	   0.369	      46
37.385	   0.313	      39
37.405	   0.313	      39
37.425	   0.297	      37
37.445	   0.337	      42
37.465	   0.281	      35
37.485	   0.313	      39
37.505	   0.289	      36
37.525	   0.361	      45
37.545	   0.353	      44
37.565	   0.297	      37
37.585	   0.385	      48
37.605	   0.345	      43
37.625	   0.305	      38
37.645	   0.441	      55
37.665	   0.273	      34
37.685	   0.377	      47
37.705	   0.337	      42
37.725	   0.257	      32
37.745	   0.289	      36
37.765	   0.321	      40
37.785	   0.233	      29
37.805	   0.297	      37
37.825	   0.265	      33
37.845	   0.265	      33
37.865	   0.209	      26
37.885	   0.265	      33
37.905	   0.273	      34
37.925	   0.201	      25
37.945	   0.257	      32
37.965	   0.305	      38
37.985	   0.337	      42
38.005	   0.385	      48
38.025	   0.241	      30
38.045	   0.257	      32
38.065	   0.193	      24
38.085	   0.233	      29
38.105	   0.257	      32
38.125	   0.281	      35
38.146	   0.313	      39
38.166	   0.233	      29
38.186	   0.225	      28
38.206	   0.265	      33
38.226	   0.281	      35
38.246	   0.273	      34
38.266	   0.305	      38
38.286	   0.233	      29
38.306	   0.257	      32
38.326	   0.233	      29
38.346	   0.233	      29
38.366	   0.321	      40
38.386	   0.257	      32
38.406	   0.209	      26
38.426	   0.265	      33
38.446	   0.385	      48
38.466	   0.265	      33
38.486	   0.217	      27
38.506	   0.297	      37
38.526	   0.265	      33
38.546	   0.225	      28
38.566	   0.241	      30
38.586	   0.217	      27
38.606	   0.265	      33
38.626	   0.241	      30
38.646	   0.241	      30
38.666	   0.273	      34
38.686	   0.241	      30
38.706	   0.193	      24
38.726	   0.257	      32
38.746	   0.185	      23
38.766	   0.313	      39
38.786	   0.225	      28
38.806	   0.233	      29
38.826	   0.249	      31
38.846	   0.201	      25
38.866	   0.281	      35
38.886	   0.201	      25
38.906	   0.193	      24
38.926	   0.265	      33
38.946	   0.241	      30
38.966	   0.265	      33
38.986	   0.337	      42
39.006	   0.169	      21
39.026	   0.209	      26
39.046	   0.201	      25
39.066	   0.233	      29
39.086	   0.225	      28
39.106	   0.209	      26
39.126	   0.209	      26
39.146	   0.249	      31
39.166	   0.193	      24
39.186	   0.225	      28
39.206	   0.265	      33
39.226	   0.217	      27
39.246	   0.217	      27
39.266	   0.152	      19
39.286	   0.201	      25
39.306	   0.265	      33
39.326	   0.144	      18
39.346	   0.144	      18
39.366	   0.257	      32
39.386	   0.217	      27
39.406	   0.152	      19
39.426	   0.193	      24
39.446	   0.161	      20
39.466	   0.112	      14
39.486	   0.241	      30
39.506	   0.185	      23
39.526	   0.152	      19
39.546	   0.120	      15
39.566	   0.233	      29
39.586	   0.152	      19
39.606	   0.169	      21
39.626	   0.161	      20
39.646	   0.225	      28
39.666	   0.257	      32
39.686	   0.136	      17
39.706	   0.185	      23
39.726	   0.136	      17
39.746	   0.209	      26
39.766	   0.217	      27
39.786	   0.161	      20
39.806	   0.193	      24
39.826	   0.144	      18
39.846	   0.177	      22
39.866	   0.169	      21
39.886	   0.144	      18
39.906	   0.233	      29
39.926	   0.177	      22
39.946	   0.225	      28
39.966	   0.128	      16
39.986	   0.144	      18
40.006	   0.169	      21
40.026	   0.177	      22
40.046	   0.112	      14
40.066	   0.177	      22
40.086	   0.217	      27
40.106	   0.136	      17
40.126	   0.144	      18
40.146	   0.169	      21
40.166	   0.169	      21
40.186	   0.144	      18
40.206	   0.161	      20
40.226	   0.193	      24
40.246	   0.128	      16
40.266	   0.177	      22
40.286	   0.096	      12
40.306	   0.120	      15
40.326	   0.136	      17
40.346	   0.136	      17
40.366	   0.144	      18
40.386	   0.169	      21
40.406	   0.112	      14
40.426	   0.152	      19
40.446	   0.177	      22
40.466	   0.152	      19
40.487	   0.080	      10
40.507	   0.161	      20
40.527	   0.104	      13
40.547	   0.136	      17
40.567	   0.120	      15
40.587	   0.161	      20
40.607	   0.128	      16
40.627	   0.128	      16
40.647	   0.104	      13
40.667	   0.152	      19
40.687	   0.144	      18
40.707	   0.136	      17
40.727	   0.177	      22
40.747	   0.128	      16
40.767	   0.144	      18
40.787	   0.120	      15
40.807	   0.088	      11
40.827	   0.120	      15
40.847	   0.169	      21
40.867	   0.128	      16
40.887	   0.144	      18
40.907	   0.152	      19
40.927	   0.120	      15
40.947	   0.177	      22
