1.01040172211251	9.08915290362544E-5	
1.07770686482284	9.70329400423923E-5	
1.14691239770654	1.03399592702299E-4	
1.22698555541946	1.10386155733918E-4	
1.33648608127636	1.20834518647726E-4	
1.45575882092173	1.31787778390695E-4	
1.59761083968299	1.44261865626321E-4	
1.70915008625981	1.55332617686584E-4	
1.81890408928111	1.65828221160172E-4	
1.92990871007764	1.76277367076826E-4	
2.10214058165583	1.92962520142114E-4	
2.26583111906838	2.09171866498213E-4	
2.48103066399797	2.27575689801985E-4	
2.70853277668079	2.50796497796659E-4	
2.99707699114604	2.78080719633138E-4	
3.3413216272619		3.12315323812254E-4	
3.68620475175596	3.49908251271954E-4	
3.99415431658132	3.80694655470321E-4	
4.33757701588519	4.1851483323211E-4	
4.81047516112231	4.7205319112839E-4	
5.15791466479677	5.10457656826505E-4	
5.47679868251694	5.56728998538953E-4	
5.90326878992307	6.08308811120407E-4	
6.39643430223977	6.64667388725635E-4	
6.84300955393972	7.32039624710238E-4	
7.20638623756618	7.86773209201286E-4	
7.64617972438523	8.57567477765514E-4	
8.11281305917692	9.33019882508447E-4	
8.58858191594789	0.00101511090815189	
9.11956423842959	0.00111187325312924	
9.42547032463514	0.00118410315851732	
9.74894525864832	0.00125948509915827	
