1.0054970425023		7.42303501991899E-6
1.12101434829997	8.27655282978912E-6
1.27315346895247	9.5767023448988E-6
1.50163276686752	1.12661477051428E-5
1.71201733852043	1.30874352654102E-5
1.93240435486872	1.48125708009713E-5
2.18116166623802	1.70989472329715E-5
2.40192119877419	1.94140145684635E-5
2.60453567293344	2.16975600054144E-5
2.8329684232653		2.38701975267877E-5
3.03426713916768	2.65310176463651E-5
3.2699840265047		2.89127075840372E-5
3.45937972757102	3.1483361616711E-5
3.75119629706409	3.48826047371284E-5
4.07705197126038	3.93563408457897E-5
4.39377754488286	4.38470291973216E-5
4.63394421296721	4.80856179871794E-5
4.96321262696472	5.44670201702757E-5
5.5505129927055		6.42274430179031E-5
5.96327822283501	7.41411922230132E-5
6.34771492869901	8.31237636328958E-5
6.75172569736325	9.44525526298164E-5
7.09884440459314	1.0358305789047E-4
7.55066204554624	1.17607415680767E-4
7.96338602321363	1.32690708518052E-4
8.37279842908641	1.47481792944965E-4
8.87826578868678	1.68509566240633E-4
9.19182327587871	1.83058259855503E-4
9.68677996459336	2.06535702359462E-4
10.1221452418969	2.2793464296303E-4
