1.00321150370349	1.69805044962991E-5	
1.06099206875684	1.82819927268961E-5	
1.13438529738844	2.00323956643216E-5	
1.21663451087187	2.21831949586583E-5	
1.30789533850554	2.43071171260702E-5	
1.40272499043983	2.72981862292522E-5	
1.56165525144153	3.15875568187035E-5	
1.68796110555299	3.60403622971784E-5	
1.83444254208481	4.04752450344223E-5	
1.95676759210677	4.51372669567811E-5	
2.05343591650028	4.97205061756623E-5	
2.24381600241569	5.68292984476319E-5	
2.42529465872762	6.49544707095291E-5	
2.69379054285976	8.03544011576742E-5	
2.96652243991337	1.00636559263728E-4	
3.25165765686628	1.2827390202976E-4	
3.58923544316272	1.68462304495172E-4	
3.90070966021418	2.21631155271212E-4	
4.25242237694858	2.82496672243132E-4	
4.54658009682218	3.75597988825188E-4	
4.876232321568		4.93273392015181E-4	
5.20139124531197	6.72184652440136E-4	
5.41185222978586	8.31551617990208E-4	
5.71021217324423	0.00104879326545234	
6.05791213869517	0.0013773817404894	
6.5173884013769		0.00187696089328038	
6.89276127450837	0.00240507528048412	
7.47345798650676	0.00330053348641003	
7.96560851258117	0.00431179048965072	
8.4309471099575		0.00520435951750362	
9.09159991866124	0.0063931271894794	
9.72050365046679	0.00841087962702496	
