1.00875277572896	1.78957603734689E-5	
1.07846776610259	1.85630401373244E-5	
1.15832690026489	1.93463717498744E-5	
1.26045157176187	2.0270192144581E-5	
1.38003440882282	2.13765189089959E-5	
1.55930438843654	2.26365972332986E-5	
1.73766977638851	2.41556625698447E-5	
1.93792597931308	2.54139595059095E-5	
2.13814348736719	2.70234962428716E-5	
2.31417784125272	2.80311221729901E-5	
2.46084363777714	2.91967475408638E-5	
2.64916351908783	3.09178036619752E-5	
2.83878149535245	3.22034666491696E-5	
3.02565932968094	3.34832273491795E-5	
3.29494857321336	3.5730173279154E-5	
3.65216045023872	3.83763542253618E-5	
4.10445688099913	4.19056398198744E-5	
4.50422650328542	4.53827859392015E-5	
4.8788076592747		4.822851844691E-5	
5.30895102328227	5.23229114145863E-5	
5.81262719728577	5.64307127639321E-5	
6.42795614072651	6.21318639399583E-5	
6.92518280986078	6.6851672695905E-5	
7.51840109463565	7.35621968264443E-5	
8.0133396858864		7.90102220034422E-5	
8.44950640242864	8.52132081864199E-5	
8.92996792887948	9.17405303957871E-5	
9.34397729669654	9.69191660226018E-5	
9.67260325312593	1.02632244977809E-4	
9.87530082984428	1.0601998394195E-4	
