ID;Time;X-Axis;Y-Axis;Z-Axis
1;31/12/2022, 11:46:24,688;-0,0565847232937813;0,040244534611702;-0,997586369514465
2;31/12/2022, 11:46:25,692;-0,0566246658563614;0,0417920090258122;-0,997520446777344
3;31/12/2022, 11:46:26,697;-0,0560245253145695;0,0423571839928627;-0,997530519962311
4;31/12/2022, 11:46:27,702;-0,0556603260338306;0,042769979685545;-0,99753326177597
5;31/12/2022, 11:46:28,707;-0,0554496571421623;0,0431449711322784;-0,997528851032257
6;31/12/2022, 11:46:29,711;-0,055342048406601;0,0433820374310017;-0,997524559497833
7;31/12/2022, 11:46:30,716;-0,0552144460380077;0,0434869341552258;-0,997527062892914
8;31/12/2022, 11:46:31,721;-0,0553175620734692;0,0435950346291065;-0,997516632080078
9;31/12/2022, 11:46:32,726;-0,0554229058325291;0,0438096113502979;-0,997501373291016
10;31/12/2022, 11:46:33,730;-0,0553396679461002;0,0440937578678131;-0,997493505477905
11;31/12/2022, 11:46:34,735;-0,0552058294415474;0,0444888435304165;-0,997483372688294
12;31/12/2022, 11:46:35,740;-0,055251631885767;0,0447544232010841;-0,997468948364258
13;31/12/2022, 11:46:36,745;-0,0554720126092434;0,0449925363063812;-0,997446000576019
14;31/12/2022, 11:46:37,750;-0,0556772127747536;0,0451120026409626;-0,997429192066193
15;31/12/2022, 11:46:38,755;-0,055741012096405;0,045417245477438;-0,997411727905273
16;31/12/2022, 11:46:39,759;-0,0557349547743797;0,0454463623464108;-0,997410774230957
17;31/12/2022, 11:46:40,764;-0,0557574406266212;0,0454908534884453;-0,997407495975494
18;31/12/2022, 11:46:42,162;-0,0556126087903976;0,0457352958619595;-0,997404396533966
19;31/12/2022, 11:46:42,866;-0,0558059737086296;0,0459603853523731;-0,997383236885071
20;31/12/2022, 11:46:44,153;-0,0557639859616756;0,0460536554455757;-0,997381269931793
21;31/12/2022, 11:46:45,052;-0,055568266659975;0,0460274145007134;-0,997393429279327
22;31/12/2022, 11:46:45,792;-0,0556481182575226;0,046241320669651;-0,997379064559936
23;31/12/2022, 11:46:47,173;-0,0554463118314743;0,0460107177495956;-0,997400999069214
24;31/12/2022, 11:46:47,895;-0,0555649437010288;0,0458873733878136;-0,997400045394898
25;31/12/2022, 11:46:49,256;-0,0555143877863884;0,0458234138786793;-0,997405827045441
26;31/12/2022, 11:46:50,033;-0,0555436387658119;0,0460064075887203;-0,997395753860474
27;31/12/2022, 11:46:50,812;-0,0554603524506092;0,045954417437315;-0,997402787208557
28;31/12/2022, 11:46:52,139;-0,0553143359720707;0,0459948256611824;-0,997409045696258
29;31/12/2022, 11:46:52,836;-0,0552441254258156;0,04612847417593;-0,997406780719757
30;31/12/2022, 11:46:54,230;-0,0552393570542336;0,0462411642074585;-0,997401833534241
31;31/12/2022, 11:46:54,928;-0,0552962683141232;0,0460873655974865;-0,997405767440796
32;31/12/2022, 11:46:55,837;-0,0553827658295631;0,0461073592305183;-0,997400045394898
33;31/12/2022, 11:46:57,139;-0,0555313564836979;0,0461945831775665;-0,997387766838074
34;31/12/2022, 11:46:57,847;-0,0554716810584068;0,0462391562759876;-0,997389018535614
35;31/12/2022, 11:46:59,354;-0,0555579997599125;0,046150803565979;-0,997388303279877
36;31/12/2022, 11:47:00,068;-0,0554536022245884;0,0461781360208988;-0,99739283323288
37;31/12/2022, 11:47:00,862;-0,0554578527808189;0,0464026555418968;-0,997382164001465
38;31/12/2022, 11:47:02,170;-0,0553851164877415;0,0463858507573605;-0,997386991977692
39;31/12/2022, 11:47:02,967;-0,0558836832642555;0,0451996363699436;-0,997413635253906
