ID;Time;X-Axis;Y-Axis;Z-Axis
1;31/12/2022, 12:16:52,293;0,0578970424830914;0,0634934678673744;-0,996301412582398
2;31/12/2022, 12:16:53,300;0,0576753243803978;0,0635162442922592;-0,99631279706955
3;31/12/2022, 12:16:54,302;0,0576918758451939;0,0634447783231735;-0,996316432952881
4;31/12/2022, 12:16:55,307;0,0578141957521439;0,0633820071816444;-0,996313333511352
5;31/12/2022, 12:16:56,311;0,0579352006316185;0,06334088742733;-0,996308922767639
6;31/12/2022, 12:16:57,316;0,058229137212038;0,0635219290852547;-0,996280252933502
7;31/12/2022, 12:16:58,320;0,058092512190342;0,0635536089539528;-0,99628621339798
8;31/12/2022, 12:16:59,325;0,0581689178943634;0,0633124709129334;-0,996297121047974
9;31/12/2022, 12:17:00,329;0,0583609826862812;0,0633018091320992;-0,996286571025848
10;31/12/2022, 12:17:01,334;0,0583066642284393;0,063794456422329;-0,996258318424225
11;31/12/2022, 12:17:02,339;0,0582342110574245;0,0638227611780167;-0,996260702610016
12;31/12/2022, 12:17:03,343;0,058228112757206;0,0637967512011528;-0,996262729167938
13;31/12/2022, 12:17:04,348;0,0582514107227325;0,0637479647994041;-0,996264517307282
14;31/12/2022, 12:17:05,353;0,0583438836038113;0,0636172071099281;-0,996267437934876
15;31/12/2022, 12:17:06,357;0,0583630055189133;0,0636440515518188;-0,996264636516571
16;31/12/2022, 12:17:07,362;0,0582483187317848;0,0637590810656548;-0,996263980865478
17;31/12/2022, 12:17:08,367;0,0580492429435253;0,0636080726981163;-0,996285259723663
18;31/12/2022, 12:17:09,372;0,0579045042395592;0,0638927668333054;-0,99627548456192
19;31/12/2022, 12:17:10,377;0,0580091029405594;0,0640251338481903;-0,99626088142395
20;31/12/2022, 12:17:11,381;0,0577994249761105;0,0641034692525864;-0,996268033981323
21;31/12/2022, 12:17:12,386;0,0577705577015877;0,0640433877706528;-0,996273577213287
22;31/12/2022, 12:17:13,390;0,0576424263417721;0,0640441626310348;-0,996280908584595
23;31/12/2022, 12:17:14,395;0,0576370432972908;0,0639295652508736;-0,996288597583771
24;31/12/2022, 12:17:15,400;0,057734590023756;0,0637096539139748;-0,996297061443329
25;31/12/2022, 12:17:16,405;0,0578754432499409;0,0637005642056465;-0,996289432048798
26;31/12/2022, 12:17:17,410;0,057916596531868;0,0636983662843704;-0,996287226676941
27;31/12/2022, 12:17:18,414;0,057753648608923;0,0634889230132103;-0,99631005525589
28;31/12/2022, 12:17:19,419;0,0575904548168182;0,0635250061750412;-0,996317148208618
29;31/12/2022, 12:17:20,424;0,0575011596083641;0,063464917242527;-0,996326148509979
30;31/12/2022, 12:17:21,429;0,0575203709304333;0,0635443404316902;-0,996320009231567
31;31/12/2022, 12:17:22,433;0,0574701353907585;0,0635876208543778;-0,996320128440857
32;31/12/2022, 12:17:23,438;0,0575536675751209;0,063745453953743;-0,996305227279663
33;31/12/2022, 12:17:24,442;0,057604506611824;0,0636579394340515;-0,996307849884033
34;31/12/2022, 12:17:25,447;0,0578250028192997;0,0635605901479721;-0,996301293373108
35;31/12/2022, 12:17:26,452;0,0578426159918308;0,0634996518492699;-0,996304154396057
36;31/12/2022, 12:17:27,456;0,0577409490942955;0,0634957849979401;-0,996310353279114
37;31/12/2022, 12:17:28,461;0,0576077625155449;0,0634502470493317;-0,996320962905884
38;31/12/2022, 12:17:29,466;0,0576610080897808;0,0635799542069435;-0,996309578418732
39;31/12/2022, 12:17:30,487;0,0577803514897823;0,0637358874082565;-0,99629271030426
40;31/12/2022, 12:17:31,476;0,0578414760529995;0,0637581050395966;-0,996287763118744
41;31/12/2022, 12:17:32,480;0,0578690283000469;0,0638584792613983;-0,996279716491699
42;31/12/2022, 12:17:33,485;0,0578083842992783;0,0638484433293343;-0,996283888816834
43;31/12/2022, 12:17:34,490;0,0627557560801506;0,0620522350072861;-0,996097981929779
