ID;Time;X-Axis;Y-Axis;Z-Axis
1;31/12/2022, 13:40:53,359;0,003041050164029;-0,0412679687142372;-0,999143481254578
2;31/12/2022, 13:40:54,162;0,00308907218277454;-0,0411205179989338;-0,999149441719055
3;31/12/2022, 13:40:55,354;0,0033183868508786;-0,041277676820755;-0,999142229557037
4;31/12/2022, 13:40:56,173;0,00347798690199852;-0,0414766632020474;-0,999133408069611
5;31/12/2022, 13:40:57,170;0,00334884645417333;-0,0416716113686562;-0,999125719070435
6;31/12/2022, 13:40:58,115;0,00336340349167585;-0,0419527478516102;-0,999113917350769
7;31/12/2022, 13:40:59,120;0,00344175472855568;-0,0422171726822853;-0,999102532863617
8;31/12/2022, 13:41:00,125;0,00341703672893345;-0,0423258133232594;-0,999098002910614
9;31/12/2022, 13:41:01,129;0,00327552109956741;-0,0425451695919037;-0,999089181423187
10;31/12/2022, 13:41:02,246;0,00302864401601255;-0,0423181764781475;-0,999099612236023
11;31/12/2022, 13:41:03,159;0,00305752479471266;-0,042128749191761;-0,999107539653778
12;31/12/2022, 13:41:04,142;0,00290867430157959;-0,0419791527092457;-0,999114274978638
13;31/12/2022, 13:41:05,193;0,00307749537751079;-0,0419119521975517;-0,999116539955139
14;31/12/2022, 13:41:06,486;0,00295611121691763;-0,0418422669172287;-0,999119877815247
15;31/12/2022, 13:41:07,528;0,00281508662737906;-0,0418700650334358;-0,999119102954864
16;31/12/2022, 13:41:08,544;0,00254120724275708;-0,0417642630636692;-0,99912428855896
17;31/12/2022, 13:41:09,549;0,0028035189025104;-0,0416361205279827;-0,999128878116608
18;31/12/2022, 13:41:10,554;0,00280066463164985;-0,041455265134573;-0,999136447906494
19;31/12/2022, 13:41:11,558;0,00281384214758873;-0,0413244031369686;-0,999141812324524
20;31/12/2022, 13:41:12,566;0,00273662246763706;-0,0411777421832085;-0,999148070812225
21;31/12/2022, 13:41:13,562;0,00278120464645326;-0,0408609658479691;-0,999160945415497
22;31/12/2022, 13:41:14,569;0,00269771227613091;-0,040827851742506;-0,999162554740906
23;31/12/2022, 13:41:15,612;0,0024423198774457;-0,0408183559775352;-0,999163627624512
24;31/12/2022, 13:41:16,201;0,00259424676187336;-0,0406324900686741;-0,999170780181885
25;31/12/2022, 13:41:17,204;0,00263920146971941;-0,0405239351093769;-0,999175071716309
26;31/12/2022, 13:41:18,360;0,00268887961283326;-0,040374755859375;-0,999180972576141
27;31/12/2022, 13:41:19,597;0,00262229423969984;-0,0404515974223614;-0,999178051948547
28;31/12/2022, 13:41:20,621;0,00272577465511858;-0,0406092926859856;-0,999171376228332
29;31/12/2022, 13:41:21,646;0,00281279627233744;-0,0406744964420795;-0,999168515205383
30;31/12/2022, 13:41:22,643;0,00264051090925932;-0,0406468100845814;-0,999170064926148
31;31/12/2022, 13:41:23,655;0,00269538979046047;-0,0406864508986473;-0,999168336391449
32;31/12/2022, 13:41:24,660;0,00295414123684168;-0,0408108606934547;-0,999162495136261
33;31/12/2022, 13:41:25,654;0,00289470260031521;-0,0407781526446342;-0,999164044857025
34;31/12/2022, 13:41:26,656;0,00306590646505356;-0,040820699185133;-0,999161779880524
35;31/12/2022, 13:41:27,661;0,00312918098643422;-0,0408702790737152;-0,999159574508667
36;31/12/2022, 13:41:28,714;0,00324921938590705;-0,0406866259872913;-0,999166667461395
37;31/12/2022, 13:41:29,261;0,00337189366109669;-0,0405934490263462;-0,999170064926148
38;31/12/2022, 13:41:30,266;0,0032737567089498;-0,0405934974551201;-0,999170362949371
