ID;Time;X-Axis;Y-Axis;Z-Axis
1;31/12/2022, 13:19:55,382;0,121799364686012;0,171145647764206;-0,977688133716583
2;31/12/2022, 13:19:56,390;0,117238722741604;0,174016550183296;-0,977738857269287
3;31/12/2022, 13:19:57,394;0,117519460618496;0,17273411154747;-0,977932572364807
4;31/12/2022, 13:19:58,398;0,119417481124401;0,171649932861328;-0,977893531322479
5;31/12/2022, 13:19:59,402;0,11827314645052;0,171976417303085;-0,977975249290466
6;31/12/2022, 13:20:00,407;0,121811881661415;0,168360635638237;-0,978170037269592
7;31/12/2022, 13:20:01,410;0,121727138757706;0,168537586927414;-0,978150069713592
8;31/12/2022, 13:20:02,415;0,121819123625755;0,168733939528465;-0,978104770183563
9;31/12/2022, 13:20:03,420;0,122357241809368;0,168229788541794;-0,978124439716339
10;31/12/2022, 13:20:04,424;0,122909799218178;0,168253198266029;-0,978051126003265
11;31/12/2022, 13:20:05,431;0,125529810786247;0,165938764810562;-0,978113770484924
12;31/12/2022, 13:20:06,436;0,126804277300835;0,1645567715168;-0,978182852268219
13;31/12/2022, 13:20:07,440;0,125206366181374;0,165412187576294;-0,978244423866272
14;31/12/2022, 13:20:08,445;0,123209580779076;0,166331559419632;-0,978342056274414
15;31/12/2022, 13:20:09,449;0,125160411000252;0,164923459291458;-0,978332817554474
16;31/12/2022, 13:20:10,453;0,123552888631821;0,165514320135117;-0,97843736410141
17;31/12/2022, 13:20:11,458;0,124407097697258;0,164873391389847;-0,97843736410141
18;31/12/2022, 13:20:12,462;0,125997856259346;0,163570284843445;-0,978452503681183
19;31/12/2022, 13:20:13,468;0,12046006321907;0,167472258210182;-0,978489875793457
20;31/12/2022, 13:20:14,471;0,119523726403713;0,167821675539017;-0,97854483127594
21;31/12/2022, 13:20:15,476;0,119687035679817;0,167932465672493;-0,978505849838257
22;31/12/2022, 13:20:16,481;0,120140992105007;0,167367815971374;-0,978546977043152
23;31/12/2022, 13:20:17,485;0,119564518332481;0,167754799127579;-0,97855132818222
24;31/12/2022, 13:20:18,490;0,120603613555431;0,166988596320152;-0,978554844856262
25;31/12/2022, 13:20:19,495;0,124842345714569;0,164175972342491;-0,978499174118042
26;31/12/2022, 13:20:20,502;0,126947373151779;0,163056522607803;-0,978415548801422
27;31/12/2022, 13:20:21,508;0,12938080728054;0,160942927002907;-0,97844672203064
28;31/12/2022, 13:20:22,511;0,128623351454735;0,161735817790031;-0,978415846824646
29;31/12/2022, 13:20:23,515;0,12334231287241;0,164792731404304;-0,978585720062256
30;31/12/2022, 13:20:24,519;0,120072610676289;0,167487129569054;-0,978534936904907
31;31/12/2022, 13:20:25,524;0,120915479958057;0,166340202093124;-0,978626787662506
32;31/12/2022, 13:20:26,529;0,120516277849674;0,166790306568146;-0,978599429130554
33;31/12/2022, 13:20:27,569;0,122051708400249;0,165913209319115;-0,978558242321014
34;31/12/2022, 13:20:28,537;0,120340421795845;0,167283624410629;-0,97853684425354
35;31/12/2022, 13:20:29,542;0,120051383972168;0,166905298829079;-0,978636980056763
36;31/12/2022, 13:20:30,547;0,12044233828783;0,167097315192223;-0,978556156158447
37;31/12/2022, 13:20:31,551;0,119434051215649;0,168098717927933;-0,978508234024048
38;31/12/2022, 13:20:32,556;0,118886835873127;0,167404919862747;-0,978693783283234
39;31/12/2022, 13:20:33,561;0,120040848851204;0,166914537549019;-0,978636682033539
40;31/12/2022, 13:20:34,567;0,117893680930138;0,168594181537628;-0,9786097407341
41;31/12/2022, 13:20:35,573;0,118264548480511;0,168010070919991;-0,978665471076965
42;31/12/2022, 13:20:36,579;0,117446944117546;0,168406054377556;-0,978695869445801
43;31/12/2022, 13:20:37,582;0,117722846567631;0,16839487850666;-0,978664636611938
44;31/12/2022, 13:20:38,586;0,121126212179661;0,166819751262665;-0,978519082069397
45;31/12/2022, 13:20:39,591;0,119093060493469;0,169139862060547;-0,978370368480682
