ID;Time;X-Axis;Y-Axis;Z-Axis
1;29/12/2022, 11:45:48,225;-0,0163296349346638;-0,0924524143338203;-0,995583176612854
2;29/12/2022, 11:45:49,234;-0,0178151521831751;-0,0929342061281204;-0,995512843132019
3;29/12/2022, 11:45:50,236;-0,0189019162207842;-0,093177080154419;-0,995470106601715
4;29/12/2022, 11:45:51,237;-0,0198745355010033;-0,0932255163788796;-0,995446622371674
5;29/12/2022, 11:45:52,239;-0,0208288673311472;-0,0931520238518715;-0,995433986186981
6;29/12/2022, 11:45:53,241;-0,0215635150671005;-0,0931360870599747;-0,995419859886169
7;29/12/2022, 11:45:54,243;-0,0223280377686024;-0,0933395475149155;-0,99538391828537
8;29/12/2022, 11:45:55,244;-0,0224776081740856;-0,0936010181903839;-0,995356023311615
9;29/12/2022, 11:45:56,273;-0,0228322017937899;-0,0936255306005478;-0,995345652103424
10;29/12/2022, 11:45:57,246;-0,0230729710310698;-0,0938458144664764;-0,995319366455078
11;29/12/2022, 11:45:58,857;-0,0231755319982767;-0,0941462591290474;-0,995288610458374
12;29/12/2022, 11:45:59,854;-0,0235815457999706;-0,094221755862236;-0,995271921157837
13;29/12/2022, 11:46:00,851;-0,0238459501415491;-0,0944255813956261;-0,995246291160584
14;29/12/2022, 11:46:01,847;-0,0242962725460529;-0,0944551303982735;-0,995232582092285
15;29/12/2022, 11:46:02,842;-0,0241833478212357;-0,0944217890501022;-0,995238482952118
16;29/12/2022, 11:46:03,839;-0,024590602144599;-0,0944388285279274;-0,995226919651032
17;29/12/2022, 11:46:04,836;-0,0248993318527937;-0,0945834890007973;-0,995205521583557
18;29/12/2022, 11:46:05,834;-0,0250160712748766;-0,0945920348167419;-0,995201766490936
19;29/12/2022, 11:46:06,831;-0,0252091735601425;-0,0947984755039215;-0,995177268981934
20;29/12/2022, 11:46:07,827;-0,0253952294588089;-0,0949342325329781;-0,995159566402435
21;29/12/2022, 11:46:08,824;-0,0255348030477762;-0,0949439406394958;-0,995155096054077
22;29/12/2022, 11:46:09,821;-0,0258577298372984;-0,0950725600123406;-0,995134472846985
23;29/12/2022, 11:46:10,817;-0,0261319484561682;-0,0949139073491096;-0,995142459869385
24;29/12/2022, 11:46:11,814;-0,0261046588420868;-0,0949280261993408;-0,995141804218292
25;29/12/2022, 11:46:12,810;-0,0261803939938545;-0,0951116755604744;-0,995122253894806
26;29/12/2022, 11:46:13,807;-0,0261530391871929;-0,0951089262962341;-0,995123267173767
27;29/12/2022, 11:46:14,804;-0,0262548867613077;-0,0948558300733566;-0,995144724845886
28;29/12/2022, 11:46:15,800;-0,0264644436538219;-0,0948266759514809;-0,995141983032227
29;29/12/2022, 11:46:16,797;-0,0266720578074455;-0,0947298482060432;-0,995145618915558
30;29/12/2022, 11:46:17,794;-0,0267610121518374;-0,0947509706020355;-0,995141267776489
