ID;Time;X-Axis;Y-Axis;Z-Axis
1;29/12/2022, 11:26:30,098;0,0706256404519081;-0,104009822010994;-0,992065489292145
2;29/12/2022, 11:26:31,107;0,0706019625067711;-0,10380508005619;-0,992088615894318
3;29/12/2022, 11:26:32,109;0,0707610249519348;-0,103658892214298;-0,992092609405518
4;29/12/2022, 11:26:33,110;0,0703979358077049;-0,103382080793381;-0,992147326469421
5;29/12/2022, 11:26:34,112;0,0701777040958404;-0,10347131639719;-0,992153584957123
6;29/12/2022, 11:26:35,113;0,0701381862163544;-0,103427052497864;-0,99216103553772
7;29/12/2022, 11:26:36,114;0,0700400769710541;-0,103280924260616;-0,992183148860931
8;29/12/2022, 11:26:37,785;0,0699685364961624;-0,103142268955708;-0,992202639579773
9;29/12/2022, 11:26:38,782;0,069976769387722;-0,10310523211956;-0,992205917835236
10;29/12/2022, 11:26:39,778;0,0700365826487541;-0,103061504662037;-0,99220621585846
11;29/12/2022, 11:26:40,775;0,0699895992875099;-0,103072360157967;-0,992208421230316
12;29/12/2022, 11:26:41,772;0,0699538886547089;-0,103338561952114;-0,992183268070221
13;29/12/2022, 11:26:42,769;0,0699044540524483;-0,103482559323311;-0,992171704769134
14;29/12/2022, 11:26:43,801;0,069703035056591;-0,103467620909214;-0,992187440395355
15;29/12/2022, 11:26:44,760;0,0696889981627464;-0,103526495397091;-0,992182314395904
16;29/12/2022, 11:26:45,757;0,0696417838335037;-0,103688105940819;-0,992168724536896
17;29/12/2022, 11:26:46,754;0,0697377771139145;-0,103603012859821;-0,992170870304108
18;29/12/2022, 11:26:47,752;0,0698133185505867;-0,103467248380184;-0,992179751396179
19;29/12/2022, 11:26:48,749;0,0698519200086594;-0,103472158312798;-0,992176532745361
20;29/12/2022, 11:26:49,745;0,0698153078556061;-0,103625230491161;-0,992163121700287
21;29/12/2022, 11:26:50,742;0,0698985084891319;-0,103752106428146;-0,992143988609314
22;29/12/2022, 11:26:51,739;0,0700721442699432;-0,103953115642071;-0,992110729217529
23;29/12/2022, 11:26:52,735;0,069997638463974;-0,1041080057621;-0,992099702358246
24;29/12/2022, 11:26:53,732;0,0697632059454918;-0,104126401245594;-0,992114305496216
25;29/12/2022, 11:26:54,729;0,0696032643318176;-0,104015529155731;-0,99213719367981
26;29/12/2022, 11:26:55,726;0,0696109980344772;-0,10393700003624;-0,992144882678986
27;29/12/2022, 11:26:56,722;0,0695425793528557;-0,10384962707758;-0,992158770561218
28;29/12/2022, 11:26:57,719;0,069773904979229;-0,103798598051071;-0,992147922515869
29;29/12/2022, 11:26:58,715;0,0698481202125549;-0,103726804256439;-0,992150187492371
30;29/12/2022, 11:26:59,713;0,0700188279151916;-0,103742554783821;-0,992136478424072
