ID;Time;X-Axis;Y-Axis;Z-Axis
1;29/12/2022, 12:10:47,780;-0,0805610939860344;-0,0842454507946968;-0,993183076381683
2;29/12/2022, 12:10:48,790;-0,0814428851008415;-0,0842180326581001;-0,993113458156586
3;29/12/2022, 12:10:49,791;-0,0817807391285896;-0,0841509252786636;-0,993091404438019
4;29/12/2022, 12:10:50,793;-0,0822241827845573;-0,0842128172516823;-0,993049561977386
5;29/12/2022, 12:10:51,795;-0,0823414400219917;-0,0841741040349007;-0,993043124675751
6;29/12/2022, 12:10:52,796;-0,0825016275048256;-0,0843477547168732;-0,993015050888062
7;29/12/2022, 12:10:53,798;-0,0827337205410004;-0,0844330415129662;-0,992988526821136
8;29/12/2022, 12:10:54,799;-0,0828270688652992;-0,0845902562141418;-0,992967367172241
9;29/12/2022, 12:10:55,801;-0,082852192223072;-0,0844355598092079;-0,992978453636169
10;29/12/2022, 12:10:56,801;-0,0829423144459724;-0,0844958648085594;-0,992965757846832
11;29/12/2022, 12:10:57,803;-0,0831164941191673;-0,0846901386976242;-0,99293464422226
12;29/12/2022, 12:10:58,831;-0,0832517743110657;-0,0848616659641266;-0,992908656597138
13;29/12/2022, 12:10:59,828;-0,0832350105047226;-0,0849480777978897;-0,99290269613266
14;29/12/2022, 12:11:00,825;-0,0834006890654564;-0,0848065167665482;-0,992900907993317
15;29/12/2022, 12:11:01,821;-0,0835411921143532;-0,0846740379929542;-0,992900371551514
16;29/12/2022, 12:11:02,818;-0,0837459117174149;-0,0845987349748612;-0,992889583110809
17;29/12/2022, 12:11:03,814;-0,0839867070317268;-0,0846146419644356;-0,992867887020111
18;29/12/2022, 12:11:04,811;-0,0840524211525917;-0,0847128331661224;-0,992853939533234
19;29/12/2022, 12:11:05,808;-0,0838099867105484;-0,0847376137971878;-0,992872297763824
20;29/12/2022, 12:11:06,805;-0,0840132907032967;-0,0847206264734268;-0,992856562137604
21;29/12/2022, 12:11:07,801;-0,0840113386511803;-0,0849614441394806;-0,992836177349091
22;29/12/2022, 12:11:08,798;-0,084322527050972;-0,0850898921489716;-0,992798805236816
23;29/12/2022, 12:11:09,795;-0,0843589901924133;-0,0852172300219536;-0,992784738540649
24;29/12/2022, 12:11:10,791;-0,0844684094190598;-0,08528171479702;-0,9927698969841
