ID;Time;X-Axis;Y-Axis;Z-Axis
1;29/12/2022, 12:08:42,934;0,0291061364114284;-0,0998166874051094;-0,994580030441284
2;29/12/2022, 12:08:43,950;0,0244566295295954;-0,0990301743149757;-0,994783818721771
3;29/12/2022, 12:08:44,952;0,0232280325144529;-0,0985366702079773;-0,99486231803894
4;29/12/2022, 12:08:45,953;0,0229852665215731;-0,0982397124171257;-0,994897305965424
5;29/12/2022, 12:08:46,955;0,0231239404529333;-0,0979534983634949;-0,994922280311584
6;29/12/2022, 12:08:47,957;0,0231468733400106;-0,0979549661278725;-0,994921624660492
7;29/12/2022, 12:08:48,959;0,0230783801525831;-0,0980530008673668;-0,994913578033447
8;29/12/2022, 12:08:50,133;0,0229873415082693;-0,0979767069220543;-0,994923174381256
9;29/12/2022, 12:08:51,130;0,0229620430618525;-0,0979598164558411;-0,994925439357758
10;29/12/2022, 12:08:52,126;0,0229100286960602;-0,0979812666773796;-0,994924545288086
11;29/12/2022, 12:08:53,123;0,022858951240778;-0,0978978127241135;-0,994933903217316
12;29/12/2022, 12:08:54,121;0,0227096788585186;-0,0981471538543701;-0,99491274356842
13;29/12/2022, 12:08:55,116;0,0227375235408545;-0,0980371683835983;-0,994922995567322
14;29/12/2022, 12:08:56,122;0,0228471010923386;-0,0981228575110436;-0,994912028312683
15;29/12/2022, 12:08:57,123;0,0226949844509363;-0,0981637835502624;-0,994911432266235
16;29/12/2022, 12:08:58,128;0,0229475647211075;-0,0980690568685532;-0,994915008544922
17;29/12/2022, 12:08:59,134;0,0229185037314892;-0,0981935039162636;-0,994903385639191
18;29/12/2022, 12:09:00,125;0,0226467438042164;-0,0982209965586662;-0,994906902313232
19;29/12/2022, 12:09:01,132;0,0225904993712902;-0,0983869507908821;-0,99489176273346
20;29/12/2022, 12:09:02,133;0,0223904177546501;-0,0985422879457474;-0,99488091468811
21;29/12/2022, 12:09:03,135;0,0221320483833551;-0,0986448377370834;-0,994876563549042
22;29/12/2022, 12:09:04,133;0,0221404805779457;-0,0987828150391579;-0,994862675666809
23;29/12/2022, 12:09:05,148;0,0221123192459345;-0,0988356322050095;-0,994858086109161
24;29/12/2022, 12:09:06,130;0,0221906006336212;-0,0987392887473106;-0,994865894317627
25;29/12/2022, 12:09:07,104;0,0221677664667368;-0,0986267551779747;-0,994877576828003
26;29/12/2022, 12:09:08,129;0,0221242345869541;-0,0986337289214134;-0,994877815246582
