#Digilent WaveForms Curve Tracer
Trace Vce,Trace Ic
0.00829928961649116,6.902470233517913e-05
0.0265354230845732,6.902470233517913e-05
0.04477155655265525,0.0001057451799589184
0.0703021434079701,0.0001424656575826576
0.08853827687605215,0.0001791861352063968
0.114068863731367,0.000215906612830136
0.1359522238930654,0.000215906612830136
0.1614828107483803,0.000215906612830136
0.1870133976036951,0.000215906612830136
0.21254398445901,0.000215906612830136
0.2380745713143249,0.0002526270904538752
0.2599579314760233,0.000215906612830136
0.2854885183313382,0.000215906612830136
0.3073718784930367,0.000215906612830136
0.3329024653483515,0.000215906612830136
0.3620802788972827,0.000215906612830136
0.3839636390589812,0.000215906612830136
0.4094942259142961,0.000215906612830136
0.4350248127696109,0.000215906612830136
0.4605553996249258,0.000215906612830136
0.4860859864802407,0.000215906612830136
0.507969346641939,0.000215906612830136
0.5334999334972539,0.000215906612830136
0.5590305203525687,0.000215906612830136
0.5845611072078836,0.0002526270904538752
0.6064444673695821,0.000215906612830136
0.631975054224897,0.000215906612830136
0.6575056410802118,0.000215906612830136
0.6830362279355267,0.0002526270904538752
0.7085668147908415,0.0002526270904538752
0.7340974016461563,0.000215906612830136
0.7596279885014712,0.000215906612830136
0.785158575356786,0.000215906612830136
0.8106891622121009,0.0002526270904538752
0.8362197490674159,0.0002526270904538752
0.8617503359227308,0.0002526270904538752
0.8836336960844291,0.000215906612830136
0.9091642829397439,0.000215906612830136
0.9346948697950588,0.0002526270904538752
0.9565782299567573,0.000215906612830136
0.9857560435056885,0.000215906612830136
1.007639403667387,0.000215906612830136
1.033169990522702,0.000215906612830136
1.058700577378017,0.000215906612830136
1.084231164233332,0.000215906612830136
1.109761751088646,0.000215906612830136
1.131645111250345,0.000215906612830136
1.15717569810566,0.000215906612830136
1.182706284960975,0.000215906612830136
1.208236871816289,0.000215906612830136
1.233767458671604,0.000215906612830136
1.255650818833303,0.000215906612830136
1.284828632382234,0.000215906612830136
1.306711992543932,0.000215906612830136
1.332242579399247,0.000215906612830136
1.357773166254562,0.000215906612830136
1.383303753109877,0.000215906612830136
1.408834339965192,0.000215906612830136
1.43071770012689,0.000215906612830136
1.459895513675822,0.000215906612830136
1.48177887383752,0.000215906612830136
1.510956687386451,0.000215906612830136
1.53284004754815,0.000215906612830136
1.558370634403465,0.000215906612830136
1.580253994565163,0.000215906612830136
1.605784581420478,0.000215906612830136
1.631315168275793,0.000215906612830136
1.660492981824724,0.000215906612830136
1.682376341986422,0.000215906612830136
1.707906928841737,0.000215906612830136
1.733437515697052,0.000215906612830136
1.758968102552367,0.000215906612830136
1.780851462714065,0.0002526270904538752
1.80638204956938,0.000215906612830136
1.831912636424695,0.000215906612830136
1.853795996586394,0.000215906612830136
1.879326583441709,0.000215906612830136
1.90850439699064,0.000215906612830136
1.934034983845955,0.000215906612830136
