#Digilent WaveForms Curve Tracer
Trace Vbe,Trace Ib
-0.002360996859160839,1.630418411531199e-08
0.004327940305533072,3.44084341397755e-09
0.01135132432846168,2.318059147967206e-08
0.01904360206785967,8.387749673137452e-09
0.02606698609078828,-5.118758063263716e-09
0.03375926383018628,1.333465593229735e-08
0.04044820099488018,3.37175710330586e-08
0.04947826616721697,1.635206108625709e-08
0.05683609704838026,2.202386314789226e-09
0.06419392792954356,2.129896734541702e-08
0.07155175881070687,7.149292573949109e-09
0.07857514283363547,2.688904063964364e-08
0.08593297371479877,1.273936586817573e-08
0.09362525145419677,-2.053475938358876e-09
0.1016519760518295,1.575677102213548e-08
0.1093442537912275,9.639292156008697e-10
0.1167020846723908,-1.318574555586704e-08
0.1247288092700235,4.624501404627288e-09
0.1314177464347174,2.500741650538849e-08
0.1391100241741154,1.021457469885391e-08
0.1457989613388093,-2.648766002480547e-09
0.1544945796529114,1.387514688788041e-08
0.1618524105340746,3.297172791850816e-08
0.169210241415238,1.882205314704025e-08
0.176902519154636,4.02921134050567e-09
0.1842603500357992,-1.012046343096218e-08
0.1912837340587279,9.619284634732238e-09
0.1989760117981259,-5.173557171802341e-09
0.2070027363957586,1.263668978869201e-08
0.2150294609933912,-2.799319052909294e-09
0.2217183981580851,-1.56626597542437e-08
0.2294106758974832,2.790754241317327e-09
0.2364340599204117,-1.071575349508385e-08
0.2444607845180445,7.09449346541055e-09
0.2514841685409731,-6.412014270990737e-09
0.2598453399968405,-2.249119014765871e-08
0.2672031708780038,-3.394609117030912e-09
0.2742265549009324,-1.690111685343209e-08
0.2819188326403304,1.552297142129037e-09
0.2886077698050243,-1.131104355920547e-08
0.2963000475444223,7.142370436355552e-09
0.3036578784255856,2.623895146698346e-08
0.3126879435979223,8.873441520181926e-09
0.319711327620851,-4.633066216219255e-09
0.3270691585020143,1.446351481440855e-08
0.3340925425249429,3.420326288010302e-08
0.3417848202643409,1.941042107356839e-08
0.3488082042872695,5.903913337167208e-09
0.3561660351684328,-8.245761434300645e-09
0.3648616534825349,8.278151456060255e-09
0.3725539312219329,-6.514690350474377e-09
0.3795773152448614,1.32250577152202e-08
0.3872695929842594,-1.567784091314428e-09
0.3939585301489534,-1.443112479264894e-08
0.4019852547465861,3.379122167845414e-09
0.40867419191128,2.376203726860677e-08
0.4177042570836167,6.396527321805239e-09
0.4243931942483107,2.677944242256639e-08
0.4317510251294739,1.262976765109864e-08
0.439443302868872,3.108318164665966e-08
0.4468011337500353,5.017976267728736e-08
0.4541589646311985,3.603008790581951e-08
0.4611823486541272,5.576983597151409e-08
0.4695435201099946,7.293691589694166e-08
0.4762324572746884,9.331983099770291e-08
0.4839247350140864,1.117732449932639e-07
0.4902792253205457,1.327993271290919e-07
0.4979715030599437,1.512527411246529e-07
0.5046604402246376,1.71635656225414e-07
0.5116838242475662,2.246216600932043e-07
0.5197105488451988,2.756781628557946e-07
0.5263994860098928,3.293073337586512e-07
0.5330884231745867,3.829365046615082e-07
0.5401118071975153,4.691687643313941e-07
0.5461318506457399,5.240842693043842e-07
0.5531552346686684,6.43562784776366e-07
0.5591752781168929,7.31724545551452e-07
0.5665331089980562,8.838061497904627e-07
0.5718842587298114,1.039746756239874e-06
0.5779043021780359,1.260893540223342e-06
0.583255451909791,1.416834146672753e-06
0.5882721547833114,1.639910431761422e-06
0.5929544107985972,1.896876139687253e-06
0.5979711136721176,2.153198680578018e-06
0.602987816545638,2.50925998887507e-06
0.6073356257026891,2.833361375440159e-06
0.6110145411432708,3.191995351877477e-06
0.6146934565838524,3.550629328314796e-06
0.6183723720244341,3.942509560554209e-06
0.621716840606781,4.368279215630786e-06
0.6247268623308933,4.761445781940333e-06
0.6280713309132402,5.286954204423198e-06
0.6307469057791177,5.747256449372002e-06
0.6337569275032301,6.273408038889933e-06
0.636098055510873,6.734353450873806e-06
0.6384391835185158,7.261791374461869e-06
0.640445864667924,7.756626209282904e-06
0.6424525458173321,8.284707299906033e-06
0.6451281206832097,8.911240823865319e-06
0.6468003549743832,9.439965081523516e-06
0.6484725892655566,1.00351818507859e-05
0.6501448235567301,1.05639061084441e-05
0.6521515047061383,1.115847971067142e-05
0.6534892921390771,1.168784713536469e-05
0.6551615264302506,1.228306390462708e-05
0.6568337607214241,1.297801944129575e-05
0.6585059950125975,1.357323621055814e-05
0.6598437824455363,1.41690961468556e-05
0.6611815698784751,1.476495608315305e-05
0.6621849104531792,1.539470544228767e-05
0.663522697886118,1.602381163438722e-05
0.6648604853190567,1.661967157068468e-05
0.6661982727519955,1.738176278599261e-05
0.6672016133266996,1.797826588932513e-05
0.6682049539014037,1.860801524845975e-05
0.6695427413343424,1.92371214405593e-05
0.6705460819090465,1.990011705549602e-05
0.6715494224837506,2.049662015882854e-05
0.6725527630584547,2.119286202956735e-05
0.6735561036331588,2.192235015610825e-05
0.674559444207863,2.258534577104496e-05
0.6752283379243323,2.321573829721465e-05
0.6762316784990364,2.387873391215136e-05
0.6772350190737405,2.450848327128598e-05
0.6782383596484446,2.517147888622269e-05
0.678907253364914,2.580187141239238e-05
0.6799105939396181,2.653135953893328e-05
0.6805794876560874,2.722824457670716e-05
0.6812483813725568,2.789188335867894e-05
0.6822517219472609,2.855487897361565e-05
0.6829206156637303,2.921851775558743e-05
0.6835895093801997,2.988215653755921e-05
0.6842584030966691,3.051254906372889e-05
0.6852617436713732,3.130852970187399e-05
0.6859306373878425,3.193892222804367e-05
0.6865995311043119,3.263580726581756e-05
0.6872684248207813,3.329944604778933e-05
0.6879373185372507,3.399633108556321e-05
0.6886062122537201,3.462672361173289e-05
0.6892751059701895,3.539010116111095e-05
0.6899439996866589,3.608698619888484e-05
0.690947340261363,3.678322806962364e-05
0.6912817871195976,3.748075627443258e-05
0.691950680836067,3.814439505640436e-05
0.6926195745525364,3.884128009417824e-05
0.6929540214107711,3.953880829898718e-05
0.6936229151272405,4.020244708095896e-05
0.6942918088437099,4.099907088613913e-05
0.6949607025601793,4.1695955923913e-05
0.695295149418414,4.236023787291985e-05
0.6959640431348835,4.302387665489163e-05
0.6966329368513529,4.37540079484676e-05
0.6969673837095876,4.435179738587025e-05
0.6976362774260569,4.524815995845671e-05
0.6983051711425263,4.587855248462639e-05
0.698639618000761,4.660932694523742e-05
0.6993085117172304,4.723971947140711e-05
0.6996429585754651,4.797049393201815e-05
0.7003118522919345,4.863413271398993e-05
0.7009807460084039,4.933101775176381e-05
0.7013151928666386,5.009503846817694e-05
0.701984086583108,5.075867725014872e-05
0.7023185334413427,5.152269796656185e-05
0.7026529802995773,5.21869799155687e-05
0.7036563208742814,5.288322178630751e-05
0.7039907677325161,5.358074999111645e-05
0.7043252145907508,5.427827819592539e-05
0.7049941083072202,5.504165574530347e-05
0.7053285551654549,5.577243020591451e-05
0.7056630020236896,5.646995841072344e-05
0.7059974488819243,5.716748661553238e-05
0.7066663425983937,5.783112539750416e-05
0.7070007894566284,5.852865360231311e-05
0.7076696831730978,5.919229238428489e-05
0.7080041300313324,6.005605186810431e-05
0.7083385768895671,6.072033381711115e-05
0.7090074706060365,6.145046511068712e-05
0.7093419174642712,6.211474705969397e-05
0.7096763643225059,6.284552152030501e-05
0.7103452580389753,6.350916030227679e-05
0.71067970489721,6.420668850708574e-05
0.7110141517554447,6.503720173510306e-05
0.7116830454719141,6.570084051707484e-05
0.7120174923301488,6.639836872188379e-05
0.7123519391883835,6.712914318249482e-05
0.7126863860466182,6.779342513150166e-05
0.7130208329048529,6.85241995921127e-05
0.7133552797630875,6.922172779692164e-05
0.7136897266213222,7.001899476913688e-05
0.7143586203377916,7.071587980691076e-05
0.7143586203377916,7.138080492295267e-05
0.715027514054261,7.211093621652864e-05
0.7153619609124957,7.280846442133758e-05
0.7156964077707304,7.350599262614653e-05
0.7160308546289651,7.417027457515336e-05
0.7163653014871998,7.500078780317069e-05
0.7170341952036693,7.573091909674666e-05
0.717368642061904,7.64616935573577e-05
0.717368642061904,7.712661867339961e-05
0.7180375357783734,7.788999622277769e-05
0.7180375357783734,7.85216750830175e-05
