#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B27282
#Date Time: 2022-12-20 13:01:33.235
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 50 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: -7.95 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 100 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
0.00011625,0.06653505593718644,7.018091246917912
0.0001175,0.06653505593718644,7.010796793530679
0.0001187500000000004,0.06686950279542113,6.98891343336898
0.0001200000000000003,0.06854173708659461,6.977971753288131
0.0001212500000000003,0.06887618394482931,6.974324526594515
0.0001225000000000002,0.06954507766129869,6.977971753288131
0.0001237500000000002,0.06954507766129869,6.967030073207282
0.0001250000000000001,0.07121731195247218,6.963382846513666
0.0001262500000000001,0.07088286509423747,6.952441166432816
0.0001275,0.07188620566894156,6.945146713045584
0.00012875,0.07155175881070687,6.9487939397392
0.0001300000000000003,0.07288954624364564,6.937852259658351
0.0001312500000000003,0.07288954624364564,6.923263352883885
0.0001325000000000002,0.07288954624364564,6.930557806271118
0.0001337500000000002,0.07456178053481913,6.905027219415803
0.0001350000000000001,0.07288954624364564,6.912321672803036
0.0001362500000000001,0.07489622739305382,6.912321672803036
0.0001375,0.07456178053481913,6.894085539334954
0.00013875,0.076902908542462,6.886791085947721
0.0001400000000000004,0.0758995679677579,6.890438312641337
0.0001412500000000003,0.0762340148259926,6.883143859254105
0.0001425000000000003,0.07824069597540077,6.872202179173255
0.0001437500000000002,0.07757180225893139,6.868554952479639
0.0001450000000000002,0.07824069597540077,6.864907725786022
0.0001462500000000001,0.07991293026657426,6.861260499092406
0.0001475000000000001,0.07924403655010487,6.853966045705173
0.00014875,0.08024737712480895,6.850318819011557
0.00015,0.07890958969187017,6.843024365624323
0.0001512500000000003,0.08024737712480895,6.832082685543475
0.0001525000000000003,0.07924403655010487,6.824788232156243
0.0001537500000000002,0.08125071769951303,6.824788232156243
0.0001550000000000002,0.08191961141598243,6.835729912237091
0.0001562500000000001,0.08325739884892121,6.810199325381777
0.0001575000000000001,0.08292295199068651,6.813846552075393
0.00015875,0.0842607394236253,6.813846552075393
0.00016,0.0839262925653906,6.80655209868816
0.0001612500000000004,0.08325739884892121,6.802904871994544
0.0001625000000000003,0.08459518628186,6.80655209868816
0.0001637500000000003,0.08559852685656408,6.784668738526461
0.0001650000000000002,0.08559852685656408,6.791963191913695
0.0001662500000000002,0.08559852685656408,6.766432605058379
0.0001675000000000001,0.08526407999832938,6.766432605058379
0.0001687500000000001,0.08593297371479877,6.773727058445612
0.00017,0.08626742057303347,6.777374285139229
0.00017125,0.08727076114773756,6.766432605058379
0.0001725000000000003,0.08793965486420695,6.762785378364763
0.0001737500000000003,0.08727076114773756,6.759138151671147
0.0001750000000000002,0.08727076114773756,6.762785378364763
0.0001762500000000002,0.08727076114773756,6.766432605058379
0.0001775000000000001,0.08760520800597225,6.748196471590298
0.0001787500000000001,0.08793965486420695,6.759138151671147
0.00018,0.08994633601361512,6.740902018203064
0.00018125,0.08994633601361512,6.729960338122215
0.0001825000000000004,0.09094967658831921,6.740902018203064
0.0001837500000000003,0.09028078287184982,6.737254791509448
0.0001850000000000003,0.09061522973008451,6.726313111428599
0.0001862500000000002,0.09028078287184982,6.726313111428599
0.0001875000000000002,0.09028078287184982,6.722665884734982
0.0001887500000000001,0.09228746402125798,6.719018658041366
0.0001900000000000001,0.09329080459596208,6.722665884734982
0.00019125,0.09228746402125798,6.71537143134775
0.0001925,0.0912841234465539,6.711724204654133
0.0001937500000000003,0.09161857030478859,6.708076977960517
0.0001950000000000003,0.0912841234465539,6.711724204654133
0.0001962500000000002,0.09295635773772738,6.7044297512669
0.0001975000000000002,0.09395969831243146,6.7044297512669
0.0001987500000000001,0.09362525145419677,6.693488071186051
0.0002000000000000001,0.09329080459596208,6.7044297512669
0.00020125,0.09462859202890085,6.693488071186051
0.0002025,0.09295635773772738,6.700782524573285
0.0002037500000000004,0.09362525145419677,6.700782524573285
0.0002050000000000003,0.09395969831243146,6.693488071186051
0.0002062500000000003,0.09429414517066616,6.693488071186051
0.0002075000000000002,0.09329080459596208,6.693488071186051
0.0002087500000000002,0.09529748574537025,6.700782524573285
0.0002100000000000001,0.09563193260360495,6.682546391105202
0.0002112500000000001,0.09563193260360495,6.686193617798819
0.0002125,0.09663527317830903,6.675251937717969
0.00021375,0.09596637946183964,6.667957484330737
0.0002150000000000003,0.09529748574537025,6.675251937717969
0.0002162500000000003,0.09529748574537025,6.678899164411586
0.0002175000000000002,0.09630082632007433,6.678899164411586
0.0002187500000000002,0.09663527317830903,6.678899164411586
0.0002200000000000001,0.09630082632007433,6.682546391105202
0.0002212500000000001,0.09596637946183964,6.678899164411586
0.0002225,0.09730416689477842,6.682546391105202
