#Digilent WaveForms Curve Tracer
Trace Vbe,Trace Ic
-0.002444875961546724,3.230422471143992e-05
0.004536837756893368,6.902470233517913e-05
0.01151855147533346,6.902470233517913e-05
0.01850026519377355,6.902470233517913e-05
0.02614690402825556,6.902470233517913e-05
0.0334610803047166,6.902470233517913e-05
0.0404427940231567,6.902470233517913e-05
0.04875435797368062,3.230422471143992e-05
0.05673345936618358,3.230422471143992e-05
0.06371517308462367,6.902470233517913e-05
0.07102934936108472,3.230422471143992e-05
0.07767860052150385,3.230422471143992e-05
0.08565770191400682,3.230422471143992e-05
0.09263941563244692,3.230422471143992e-05
0.1006185170249499,3.230422471143992e-05
0.1079326933014109,3.230422471143992e-05
0.1155793321358929,3.230422471143992e-05
0.122893508412354,3.230422471143992e-05
0.1298752221307941,3.230422471143992e-05
0.137854323523297,3.230422471143992e-05
0.1445035746837162,3.230422471143992e-05
0.1528151386342401,3.230422471143992e-05
0.1601293149107011,6.902470233517913e-05
0.1674434911871622,6.902470233517913e-05
0.1750901300216442,3.230422471143992e-05
0.1820718437400843,3.230422471143992e-05
0.1890535574585244,3.230422471143992e-05
0.1967001962930064,3.230422471143992e-05
0.2050117602435303,3.230422471143992e-05
0.2123259365199913,6.902470233517913e-05
0.2193076502384314,3.230422471143992e-05
0.2269542890729134,3.230422471143992e-05
0.2339360027913535,3.230422471143992e-05
0.2419151041838565,3.230422471143992e-05
0.2492292804603175,6.902470233517913e-05
0.2578733069688625,6.902470233517913e-05
0.2648550206873025,3.230422471143992e-05
0.2715042718477216,6.902470233517913e-05
0.2788184481241827,3.230422471143992e-05
0.2861326244006437,3.230422471143992e-05
0.2934468006771048,3.230422471143992e-05
0.3010934395115868,3.230422471143992e-05
0.3090725409040898,6.902470233517913e-05
0.3167191797385718,6.902470233517913e-05
0.3237008934570119,6.902470233517913e-05
0.3310150697334729,6.902470233517913e-05
0.3386617085679549,6.902470233517913e-05
0.345975884844416,3.230422471143992e-05
0.3526251360048351,3.230422471143992e-05
0.36126916251338,3.230422471143992e-05
0.368915801347862,6.902470233517913e-05
0.3758975150663021,3.230422471143992e-05
0.3832116913427631,3.230422471143992e-05
0.3898609425031823,3.230422471143992e-05
0.3978400438956852,3.230422471143992e-05
0.4048217576141253,3.230422471143992e-05
0.4131333215646492,6.902470233517913e-05
0.4201150352830894,6.902470233517913e-05
0.4277616741175713,6.902470233517913e-05
0.4350758503940324,6.902470233517913e-05
0.4420575641124725,3.230422471143992e-05
0.4497042029469545,3.230422471143992e-05
0.4566859166653946,3.230422471143992e-05
0.4649974806159185,3.230422471143992e-05
0.4716467317763376,3.230422471143992e-05
0.4792933706108196,6.902470233517913e-05
0.4862750843292597,6.902470233517913e-05
0.4929243354896788,6.902470233517913e-05
0.5002385117661399,6.902470233517913e-05
0.5072202254845799,6.902470233517913e-05
0.5151993268770829,6.902470233517913e-05
0.5218485780375021,6.902470233517913e-05
0.5284978291979212,6.902470233517913e-05
0.5354795429163612,6.902470233517913e-05
0.5417963315187595,0.0001057451799589184
0.5481131201211576,0.0001057451799589184
0.5544299087235558,0.0001057451799589184
0.5620765475580378,0.0001424656575826576
0.5677284110443941,0.0001424656575826576
0.5733802745307504,0.0001791861352063968
0.5786996754590856,0.000215906612830136
0.5843515389454419,0.0002526270904538752
0.5893384773157563,0.0002893475680776144
0.5939929531280497,0.0003260680457013537
0.5996448166144059,0.0003627885233250929
0.6039668298686783,0.0004362294785725713
0.6079563805649298,0.0005096704338200497
0.6119459312611814,0.0005831113890675282
0.6159354819574328,0.0006565523443150067
0.6189276449796214,0.000729993299562485
0.622252270559831,0.0008401547324337027
0.6255768961400405,0.0009503161653049203
0.6285690591622292,0.001023757120552399
0.6315612221844178,0.001133918553423616
0.6338884600905644,0.001244079986294834
0.6365481605547322,0.001390961896789791
0.6388753984608788,0.001501123329661009
0.6408701738090046,0.001611284762532226
0.6435298742731722,0.001758166673027183
0.645192187063277,0.001868328105898401
0.6471869624114027,0.002015210016393358
0.6491817377595285,0.002162091926888314
0.6508440505496332,0.002308973837383271
0.652506363339738,0.002455855747878228
0.6541686761298429,0.002602737658373185
0.6558309889199476,0.002749619568868142
0.6571608391520315,0.002896501479363099
0.6588231519421363,0.003080103867481795
0.66015300217422,0.003226985777976752
0.6614828524063039,0.003373867688471709
0.6628127026383877,0.003520749598966666
0.6641425528704715,0.003667631509461622
0.6654724031025554,0.003851233897580319
0.6664697907766183,0.003998115808075276
0.667799641008702,0.004181718196193972
0.6691294912407859,0.004328600106688929
0.6701268789148488,0.004512202494807625
0.6707918040308907,0.004659084405302582
0.6717891917049535,0.004842686793421278
0.6731190419370374,0.005026289181539974
0.6741164296111002,0.005173171092034931
0.6751138172851631,0.005356773480153627
0.6761112049592259,0.005540375868272323
0.6771085926332888,0.00568725777876728
0.6777735177493308,0.005870860166885976
0.6787709054233936,0.006017742077380933
0.6797682930974565,0.006201344465499629
