#Digilent WaveForms Curve Tracer
Trace Vbe,Trace Ic
0.6804332182134984,0.006421667331242064
0.6810981433295403,0.006568549241737021
0.6817630684455822,0.006752151629855718
0.6827604561196451,0.006935754017974413
0.6834253812356871,0.00708263592846937
0.684090306351729,0.007266238316588066
0.6850876940257918,0.007449840704706763
0.6857526191418337,0.007633443092825458
0.6864175442578756,0.007817045480944154
0.6870824693739176,0.008000647869062851
0.6877473944899595,0.008184250257181547
0.6884123196060014,0.008331132167676504
0.6890772447220432,0.008514734555795199
0.6897421698380852,0.008698336943913896
0.6904070949541271,0.008881939332032593
0.691072020070169,0.009065541720151287
0.691736945186211,0.009249144108269984
0.6924018703022529,0.009432746496388681
0.6930667954182947,0.009616348884507376
0.6933992579763157,0.009799951272626072
0.6940641830923576,0.009983553660744769
0.6947291082083995,0.01016715604886347
0.6953940333244415,0.01035075843698216
0.6957264958824624,0.01049764034747712
0.6963914209985044,0.01068124273559581
0.6970563461145463,0.01086484512371451
0.6977212712305881,0.01108516798945695
0.6980537337886091,0.0112320498999519
0.698718658904651,0.0114156522880706
0.699051121462672,0.01156253419856556
0.6997160465787139,0.01178285706430799
0.7003809716947558,0.01196645945242669
0.7007134342527768,0.01215006184054538
0.7013783593688186,0.01233366422866408
0.7017108219268396,0.01255398709440651
0.7023757470428815,0.01273758948252521
0.7027082096009025,0.01288447139302017
0.7030406721589235,0.01303135330351512
0.7037055972749654,0.01321495569163382
0.7043705223910073,0.01339855807975252
0.7047029849490283,0.01358216046787121
0.7050354475070492,0.01376576285598991
0.7057003726230912,0.0139493652441086
0.706032835181112,0.0141329676322273
0.706697760297154,0.014316570020346
0.7070302228551749,0.01450017240846469
0.7073626854131959,0.01468377479658339
0.7080276105292378,0.01490409766232582
0.7083600730872588,0.01505097957282078
0.7086925356452798,0.01523458196093948
0.7090249982033007,0.01538146387143443
0.7093574607613217,0.01556506625955313
0.7100223858773635,0.01574866864767183
0.7103548484353845,0.01593227103579052
0.7106873109934054,0.01615259390153296
0.7110197735514264,0.01629947581202791
0.7113522361094474,0.01648307820014661
0.7120171612254893,0.01666668058826531
0.7123496237835103,0.016850282976384
0.7126820863415312,0.01699716488687896
0.7133470114575732,0.0172174877526214
0.7136794740155941,0.01740109014074009
0.7140119365736151,0.01758469252885879
0.7143443991316361,0.01773157443935374
0.7146768616896569,0.01791517682747244
0.7150093242476779,0.01809877921559113
0.7153417868056988,0.01824566112608609
0.7156742493637198,0.01842926351420479
0.7160067119217408,0.01864958637994723
0.7166716370377827,0.01883318876806592
0.7170040995958037,0.01898007067856088
0.7173365621538246,0.01916367306667957
0.7180014872698666,0.01934727545479827
0.7180014872698666,0.01953087784291696
